adult_dose,adult_duration,adult_frequency,adult_max_dose,adult_route,disease_key,disease_name,dose_verified,duration_verified,final_rx_status,frequency_verified,generic_name,gold_regimen_row_id,icd10,indication_verified,line_of_therapy,modality,product_id,regimen_id,route_verified,safety_minimum_ready,source_ids
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_87343201a8ed,,False,RX2,RX NOW,BDS004035,FRM0068,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_3ec6628cb2f5,,False,SWAP1,SWAP,BDS001552,FRM0068,False,False,
use as eye wash BID–TID PRN,3–5 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_a6f1f1d114fb,,False,RX1,RX NOW,BDS046208,FRM0068,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_28afd4cf0045,,False,RX2,RX NOW,BDS004035,FRM0068,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_177ceff60e43,,False,SWAP1,SWAP,BDS001552,FRM0068,False,False,
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_91b6c5ea9570,,False,RX1,RX NOW,BDS001552,FRM0069,False,False,
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_8ef1053123c2,,False,RX2,RX NOW,BDS003679,FRM0069,False,False,
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_4d89e734e48f,,False,RX1,RX NOW,BDS001552,FRM0069,False,False,
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_d829d2236da6,,False,RX2,RX NOW,BDS003679,FRM0069,False,False,
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_50e8025322df,,False,RX1,RX NOW,BDS001552,FRM0069,False,False,
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_327a954d00c2,,False,RX2,RX NOW,BDS003679,FRM0069,False,False,
use as eye wash BID–TID PRN,3–5 days,,,,eye_wash_support_adult,Eye wash support,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_3e4c263e8e23,,False,RX1,RX NOW,BDS046208,FRM0070,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_wash_support_adult,Eye wash support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_5eee03f077cc,,False,SWAP1,SWAP,BDS004035,FRM0070,False,False,
use as eye wash BID–TID PRN,3–5 days,,,,eye_wash_support_adult,Eye wash support,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_c066a69e7fd8,,False,RX1,RX NOW,BDS046208,FRM0070,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_wash_support_adult,Eye wash support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_f6d36c507439,,False,SWAP1,SWAP,BDS004035,FRM0070,False,False,
use as eye wash BID–TID PRN,3–5 days,,,,eye_wash_support_adult,Eye wash support,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_89b17587c282,,False,RX1,RX NOW,BDS046208,FRM0070,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_wash_support_adult,Eye wash support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_ee4885a4ed48,,False,SWAP1,SWAP,BDS004035,FRM0070,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,foreign_body_irritation_followup_adult,Foreign-body irritation follow-up,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_e29b63e60450,,False,RX1,RX NOW,BDS004035,FRM0071,False,False,
use as eye wash BID PRN,2–3 days,,,,foreign_body_irritation_followup_adult,Foreign-body irritation follow-up,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_f0626c7f34d9,,False,RX2,RX NOW,BDS046208,FRM0071,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,foreign_body_irritation_followup_adult,Foreign-body irritation follow-up,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_16fc4fc3b638,,False,RX1,RX NOW,BDS004035,FRM0071,False,False,
use as eye wash BID PRN,2–3 days,,,,foreign_body_irritation_followup_adult,Foreign-body irritation follow-up,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_bf1084d4421e,,False,RX2,RX NOW,BDS046208,FRM0071,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,foreign_body_irritation_followup_adult,Foreign-body irritation follow-up,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_2d4d9b61316a,,False,RX1,RX NOW,BDS004035,FRM0071,False,False,
use as eye wash BID PRN,2–3 days,,,,foreign_body_irritation_followup_adult,Foreign-body irritation follow-up,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_a42fb9dc51e0,,False,RX2,RX NOW,BDS046208,FRM0071,False,False,
use as eye wash BID–TID PRN,3 days,,,,eye_irritation_peds,Pediatric eye irritation support,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_94c4dea6111d,,False,RX1,RX NOW,BDS046208,FRM0072,False,False,
1–2 drops affected eye PRN,3–5 days,,,,eye_irritation_peds,Pediatric eye irritation support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_817cd11b26bc,,False,RX2,RX NOW,BDS004035,FRM0072,False,False,
use as eye wash BID–TID PRN,3 days,,,,eye_irritation_peds,Pediatric eye irritation support,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_edf46648cc10,,False,RX1,RX NOW,BDS046208,FRM0072,False,False,
1–2 drops affected eye PRN,3–5 days,,,,eye_irritation_peds,Pediatric eye irritation support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_ccbf528b05de,,False,RX2,RX NOW,BDS004035,FRM0072,False,False,
use as eye wash BID–TID PRN,3 days,,,,eye_irritation_peds,Pediatric eye irritation support,False,False,source_missing_hide_from_rx,False,Boric Acid 2.0 g.+Sodium Borate 0.5 g.+Zinc Sulphate 0.004 g./100 ml.,gold_regimen_9b880b6ed3ec,,False,RX1,RX NOW,BDS046208,FRM0072,False,False,
1–2 drops affected eye PRN,3–5 days,,,,eye_irritation_peds,Pediatric eye irritation support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_060b87d20e80,,False,RX2,RX NOW,BDS004035,FRM0072,False,False,
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_c89b47b540d2,,False,RX1,RX NOW,BDS004035,FRM0073,False,False,
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_4b437d66b855,,False,RX2,RX NOW,BDS001552,FRM0073,False,False,
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_511b36426d09,,False,SWAP1,SWAP,BDS003679,FRM0073,False,False,
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_d5a4a0d9c52c,,False,RX1,RX NOW,BDS004035,FRM0073,False,False,
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_eff40891e06d,,False,RX2,RX NOW,BDS001552,FRM0073,False,False,
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_67b329df5728,,False,SWAP1,SWAP,BDS003679,FRM0073,False,False,
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_81e28ab067fc,,False,RX1,RX NOW,BDS004035,FRM0073,False,False,
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_95fe1ce710e3,,False,RX2,RX NOW,BDS001552,FRM0073,False,False,
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_22cbeee15869,,False,SWAP1,SWAP,BDS003679,FRM0073,False,False,
clean around abrasion TOP BID,3–5 days,,,,superficial_abrasion_adult,Superficial abrasion,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_40439bb74bff,,False,RX1,RX NOW,BDS001238,FRM0074,False,False,
apply thinly if infected-looking superficial abrasion,5 days,,,,superficial_abrasion_adult,Superficial abrasion,False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_9b95d7995c34,,False,SWAP1,SWAP,BDS002003,FRM0074,False,False,
clean around abrasion TOP BID,3–5 days,,,,superficial_abrasion_adult,Superficial abrasion,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_a9fbac9fde2b,,False,RX1,RX NOW,BDS001238,FRM0074,False,False,
apply thinly if infected-looking superficial abrasion,5 days,,,,superficial_abrasion_adult,Superficial abrasion,False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_2aa0495d4d5c,,False,SWAP1,SWAP,BDS002003,FRM0074,False,False,
clean around abrasion TOP BID,3–5 days,,,,superficial_abrasion_adult,Superficial abrasion,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_6342c38b2567,,False,RX1,RX NOW,BDS001238,FRM0074,False,False,
apply thinly if infected-looking superficial abrasion,5 days,,,,superficial_abrasion_adult,Superficial abrasion,False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_e5f17e0b9ffc,,False,SWAP1,SWAP,BDS002003,FRM0074,False,False,
clean around wound TOP BID,3–5 days,,,,minor_cut_wound_care_adult,Minor cut / wound care,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_2aee4b27f02b,,False,RX1,RX NOW,BDS001238,FRM0075,False,False,
apply thinly if localized superficial infection develops,5 days,,,,minor_cut_wound_care_adult,Minor cut / wound care,False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_56e765cc27ce,,False,SWAP1,SWAP,BDS002003,FRM0075,False,False,
clean around wound TOP BID,3–5 days,,,,minor_cut_wound_care_adult,Minor cut / wound care,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_924adfcdaa61,,False,RX1,RX NOW,BDS001238,FRM0075,False,False,
apply thinly if localized superficial infection develops,5 days,,,,minor_cut_wound_care_adult,Minor cut / wound care,False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_abe781388e59,,False,SWAP1,SWAP,BDS002003,FRM0075,False,False,
clean around wound TOP BID,3–5 days,,,,minor_cut_wound_care_adult,Minor cut / wound care,False,False,source_missing_hide_from_rx,False,Povidone-Iodine USP 10 % w/v,gold_regimen_cf4442d65ef4,,False,RX1,RX NOW,BDS001238,FRM0075,False,False,
apply thinly if localized superficial infection develops,5 days,,,,minor_cut_wound_care_adult,Minor cut / wound care,False,False,source_missing_hide_from_rx,False,Gentamicin 1 mg./1 g.,gold_regimen_41d2797bf167,,False,SWAP1,SWAP,BDS002003,FRM0075,False,False,
1 tab PO OD,3–5 days,,,,insect_bite_swelling_adult,Insect bite with localized swelling,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_440ed272039f,,False,RX1,RX NOW,BDS004213,FRM0076,False,False,
apply thinly BID–TID to bite area,3–5 days,,,,insect_bite_swelling_adult,Insect bite with localized swelling,False,False,source_missing_hide_from_rx,False,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,gold_regimen_ce0adf9a1d2d,,False,RX2,RX NOW,BDS006745,FRM0076,False,False,
apply thinly BID–TID,3–5 days,,,,insect_bite_swelling_adult,Insect bite with localized swelling,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.02%,gold_regimen_db88aab4e737,,False,SWAP1,SWAP,BDS001057,FRM0076,False,False,
1 tab PO OD,3–5 days,,,,insect_bite_swelling_adult,Insect bite with localized swelling,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_26adda2b6fff,,False,RX1,RX NOW,BDS004213,FRM0076,False,False,
apply thinly BID–TID to bite area,3–5 days,,,,insect_bite_swelling_adult,Insect bite with localized swelling,False,False,source_missing_hide_from_rx,False,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,gold_regimen_12bd922ade67,,False,RX2,RX NOW,BDS006745,FRM0076,False,False,
apply thinly BID–TID,3–5 days,,,,insect_bite_swelling_adult,Insect bite with localized swelling,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.02%,gold_regimen_fb5ba0a96b6e,,False,SWAP1,SWAP,BDS001057,FRM0076,False,False,
