issue_id,severity,disease_key,regimen_id,product_id,generic_name,current_sig,current_dose,current_duration,issue_type,why_suspect,source_status,evidence_status,recommended_action,source_gap_needed,test_case_needed,source_file,source_runtime_path,display_name,issues,id,reasons,source_row,status,correction_id,target_id,action
ABX_FRM0059_SWAP1_BDS002201,high,impetigo_localized_adult,FRM0059,BDS002201,Amoxicillin,1 cap PO TID,1 cap PO TID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[6],,,,,,,,,
ABX_FRM0060_RX2_BDS002003,blocker,minor_wound_care_adult,FRM0060,BDS002003,Gentamicin,apply thinly to small superficial wound if infected-looking,apply thinly to small superficial wound if infected-looking,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[7],,,,,,,,,
ABX_FRM0074_SWAP1_BDS002003,high,superficial_abrasion_adult,FRM0074,BDS002003,Gentamicin,apply thinly if infected-looking superficial abrasion,apply thinly if infected-looking superficial abrasion,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[8],,,,,,,,,
ABX_FRM0075_SWAP1_BDS002003,high,minor_cut_wound_care_adult,FRM0075,BDS002003,Gentamicin,apply thinly if localized superficial infection develops,apply thinly if localized superficial infection develops,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[9],,,,,,,,,
ABX_FRM0092_RX1_BDS001437,blocker,bacterial_conjunctivitis_adult,FRM0092,BDS001437,Chloramphenicol,2–3 drops affected eye QID–5x/day,2–3 drops affected eye QID–5x/day,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[10],,,,,,,,,
ABX_FRM0092_SWAP1_BDS001847,high,bacterial_conjunctivitis_adult,FRM0092,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[11],,,,,,,,,
ABX_FRM0092_SWAP2_BDS003721,high,bacterial_conjunctivitis_adult,FRM0092,BDS003721,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,apply ophthalmic ointment HS,apply ophthalmic ointment HS,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[12],,,,,,,,,
ABX_FRM0093_RX1_BDS001437,blocker,bacterial_conjunctivitis_peds,FRM0093,BDS001437,Chloramphenicol,2–3 drops affected eye QID–5x/day,2–3 drops affected eye QID–5x/day,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[13],,,,,,,,,
ABX_FRM0093_SWAP1_BDS001847,high,bacterial_conjunctivitis_peds,FRM0093,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[14],,,,,,,,,
ABX_FRM0094_RX1_BDS003721,blocker,bacterial_eyelid_infection_adult,FRM0094,BDS003721,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,apply ophthalmic ointment HS,apply ophthalmic ointment HS,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[15],,,,,,,,,
ABX_FRM0094_SWAP1_BDS001847,high,bacterial_eyelid_infection_adult,FRM0094,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[16],,,,,,,,,
ABX_FRM0095_RX1_BDS003721,blocker,bacterial_eyelid_infection_peds,FRM0095,BDS003721,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,apply ophthalmic ointment HS,apply ophthalmic ointment HS,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[17],,,,,,,,,
ABX_FRM0095_SWAP1_BDS001847,high,bacterial_eyelid_infection_peds,FRM0095,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[18],,,,,,,,,
ABX_FRM0096_RX1_BDS001047,blocker,bacterial_sinusitis_peds,FRM0096,BDS001047,Amoxicillin + Clavulanic Acid,2.5 mL PO BID,2.5 mL PO BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[19],,,,,,,,,
ABX_FRM0097_RX1_BDS001046,blocker,bacterial_pharyngitis_peds,FRM0097,BDS001046,Amoxicillin + Clavulanic Acid,5 mL PO BID,5 mL PO BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[20],,,,,,,,,
ABX_FRM0098_RX1_BDS007066,blocker,macrolide_respiratory_bacterial_adult,FRM0098,BDS007066,Roxithromycin,1 tab PO BID before meals,1 tab PO BID before meals,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[21],,,,,,,,,
ABX_FRM0099_RX1_BDS001103,blocker,dental_infection_support_adult,FRM0099,BDS001103,Amoxicillin + Clavulanic Acid,1 tab PO BID,1 tab PO BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[22],,,,,,,,,
ABX_FRM0100_RX1_BDS002201,blocker,infected_insect_bite_adult,FRM0100,BDS002201,Amoxicillin,1 cap PO TID,1 cap PO TID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[23],,,,,,,,,
ABX_FRM0101_RX1_BDS001046,blocker,infected_insect_bite_peds,FRM0101,BDS001046,Amoxicillin + Clavulanic Acid,5 mL PO BID,5 mL PO BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[24],,,,,,,,,
ABX_FRM0102_RX1_BDS001103,blocker,cellulitis_mild_adult,FRM0102,BDS001103,Amoxicillin + Clavulanic Acid,1 tab PO BID,1 tab PO BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[25],,,,,,,,,
ABX_FRM0103_RX1_BDS002201,blocker,impetigo_oral_antibiotic_adult,FRM0103,BDS002201,Amoxicillin,1 cap PO TID,1 cap PO TID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[26],,,,,,,,,
ABX_FRM0103_RX2_BDS001991,blocker,impetigo_oral_antibiotic_adult,FRM0103,BDS001991,Fusidic acid,apply thinly TID,apply thinly TID,5–7 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",source_gap,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[27],,,,,,,,,
ABX_FRM0104_SWAP1_BDS002201,high,localized_folliculitis_adult,FRM0104,BDS002201,Amoxicillin,1 cap PO TID,1 cap PO TID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[28],,,,,,,,,
ABX_FRM0105_SWAP1_BDS002201,high,infected_abrasion_adult,FRM0105,BDS002201,Amoxicillin,1 cap PO TID,1 cap PO TID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[29],,,,,,,,,
ABX_FRM0106_RX1_BDS001910,blocker,infected_eczema_localized_adult,FRM0106,BDS001910,Fusidic acid + Hydrocortisone Acetate + อื่นๆ,apply thinly BID–TID,apply thinly BID–TID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[30],,,,,,,,,
ABX_FRM0106_SWAP1_BDS001908,high,infected_eczema_localized_adult,FRM0106,BDS001908,Fusidic acid + Betamethasone Valerate + Preservative,apply thinly BID–TID,apply thinly BID–TID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[31],,,,,,,,,
ABX_FRM0107_RX1_BDS007591,blocker,uncomplicated_uti_adult,FRM0107,BDS007591,Norfloxacin,1 tab PO BID,1 tab PO BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[32],,,,,,,,,
ABX_FRM0108_RX1_BDS001437,blocker,topical_eye_antibiotic_support_adult,FRM0108,BDS001437,Chloramphenicol,2–3 drops affected eye QID–5x/day,2–3 drops affected eye QID–5x/day,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[33],,,,,,,,,
ABX_FRM0108_RX2_BDS001847,blocker,topical_eye_antibiotic_support_adult,FRM0108,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[34],,,,,,,,,
ABX_FRM0108_SWAP1_BDS003721,high,topical_eye_antibiotic_support_adult,FRM0108,BDS003721,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,apply ophthalmic ointment HS,apply ophthalmic ointment HS,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[35],,,,,,,,,
ABX_FRM0111_RX1_BDS001103,blocker,infected_wound_oral_antibiotic_adult,FRM0111,BDS001103,Amoxicillin + Clavulanic Acid,1 tab PO BID,1 tab PO BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[36],,,,,,,,,
ABX_FRM0111_RX2_BDS001238,blocker,infected_wound_oral_antibiotic_adult,FRM0111,BDS001238,Povidone-Iodine USP w/v,clean around wound TOP BID,clean around wound TOP BID,3–5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[37],,,,,,,,,
ABX_FRM0112_RX1_BDS007066,blocker,penicillin_allergy_resp_support_adult,FRM0112,BDS007066,Roxithromycin,1 tab PO BID before meals,1 tab PO BID before meals,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[38],,,,,,,,,
ABX_FRM0113_RX1_BDS007066,blocker,bacterial_sinusitis_alt_adult,FRM0113,BDS007066,Roxithromycin,1 tab PO BID before meals,1 tab PO BID before meals,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[39],,,,,,,,,
ABX_FRM0114_RX1_BDS007066,blocker,bacterial_pharyngitis_alt_adult,FRM0114,BDS007066,Roxithromycin,1 tab PO BID before meals,1 tab PO BID before meals,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[40],,,,,,,,,
ABX_FRM0115_SWAP1_BDS002003,high,topical_fusidic_support_adult,FRM0115,BDS002003,Gentamicin,apply thinly TID–QID,apply thinly TID–QID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[41],,,,,,,,,
ABX_FRM0117_RX1_BDS008491,blocker,vaginal_mixed_infection_adult,FRM0117,BDS008491,Nystatin 100 + s + Chloramphenicol + Diiodohydroxyguin,insert 1 tab PV nightly,insert 1 tab PV nightly,7–14 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[42],,,,,,,,,
ABX_FRM0118_RX1_BDS008491,blocker,vaginal_discharge_support_adult,FRM0118,BDS008491,Nystatin 100 + s + Chloramphenicol + Diiodohydroxyguin,insert 1 tab PV nightly,insert 1 tab PV nightly,7–14 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[43],,,,,,,,,
ABX_FRM0119_RX1_BDS001496,blocker,uncomplicated_uti_alt_cipro_adult,FRM0119,BDS001496,Ciprofloxacin,1 tab PO BID,1 tab PO BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[44],,,,,,,,,
ABX_FRM0120_RX1_BDS007591,blocker,dysuria_lower_uti_adult,FRM0120,BDS007591,Norfloxacin,1 tab PO BID,1 tab PO BID,5 days,inappropriate_antibiotic_default,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,remove_from_RX_NOW,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[45],,,,,,,,,
ABX_FRM0121_RX1_BDS007591,blocker,frequency_urgency_uti_adult,FRM0121,BDS007591,Norfloxacin,1 tab PO BID,1 tab PO BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[46],,,,,,,,,
ABX_FRM0133_RX1_BDS001103,blocker,dental_abscess_support_adult,FRM0133,BDS001103,Amoxicillin + Clavulanic Acid,1 tab PO BID,1 tab PO BID,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[47],,,,,,,,,
ABX_PATCH_FRM_ACG_HP_TEST_TREAT_20260516_PATCH_LINE_PATCH_FRM_ACG_HP_TEST_TREAT_2026,high,h_pylori_test_and_treat_dyspepsia,PATCH_FRM_ACG_HP_TEST_TREAT_20260516,,,Use urea breath test/stool antigen/biopsy-based test depending setting,Use urea breath test/stool antigen/biopsy-based test depending setting,diagnostic step,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[48],,,,,,,,,
ABX_PATCH_FRM_EPI_ADULT_20260516_PATCH_LINE_PATCH_FRM_EPI_ADULT_20260516_SWAP1_BDS00,high,epistaxis_adult,PATCH_FRM_EPI_ADULT_20260516,BDS003721,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,clinician-only: apply thinly to nasal packing material as lubricant/antibiotic ointment if packing performed,clinician-only: apply thinly to nasal packing material as lubricant/antibiotic ointment if packing performed,procedure use,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[49],,,,,,,,,
ABX_PATCH_FRM_EPI_ADULT_20260516_PATCH_LINE_PATCH_FRM_EPI_ADULT_20260516_SWAP2_BDS00,high,epistaxis_adult,PATCH_FRM_EPI_ADULT_20260516,BDS001103,Amoxicillin + Clavulanic Acid,1 tab PO BID only if non-absorbable nasal packing placed and clinician chooses oral anti-staph coverage,1 tab PO BID only if non-absorbable nasal packing placed and clinician chooses oral anti-staph coverage,7 days; guideline allows 7–10 days after packing,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[50],,,,,,,,,
ABX_PATCH_FRM_EPI_PEDS_20260516_PATCH_LINE_PATCH_FRM_EPI_PEDS_20260516_SWAP1_BDS0037,high,epistaxis_peds,PATCH_FRM_EPI_PEDS_20260516,BDS003721,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,clinician-only: packing lubricant/antibiotic ointment if packing performed,clinician-only: packing lubricant/antibiotic ointment if packing performed,procedure use,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[51],,,,,,,,,
ABX_PATCH_FRM_NICE_AOM_20260516_PATCH_LINE_PATCH_FRM_NICE_AOM_20260516_RX2,high,acute_otitis_media,PATCH_FRM_NICE_AOM_20260516,,,use only if antibiotic indicated; choose adult/peds formulation and source-verified dose,use only if antibiotic indicated; choose adult/peds formulation and source-verified dose,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[52],,,,,,,,,
ABX_PATCH_FRM_NICE_AOM_20260516_PATCH_LINE_PATCH_FRM_NICE_AOM_20260516_SWAP1,high,acute_otitis_media,PATCH_FRM_NICE_AOM_20260516,,,second-line if worsening or resistant pattern after amoxicillin,second-line if worsening or resistant pattern after amoxicillin,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[53],,,,,,,,,
ABX_PATCH_FRM_NICE_ARI_OVER16_20260516_PATCH_LINE_PATCH_FRM_NICE_ARI_OVER16_20260516,high,suspected_acute_respiratory_infection_over16,PATCH_FRM_NICE_ARI_OVER16_20260516,,,do not prescribe antimicrobials from remote assessment alone unless clear bacterial need and safety follow-up,do not prescribe antimicrobials from remote assessment alone unless clear bacterial need and safety follow-up,N/A,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",not_applicable,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[54],,,,,,,,,
ABX_PATCH_FRM_NICE_DYSPEPSIA_20260516_PATCH_LINE_PATCH_FRM_NICE_DYSPEPSIA_20260516_S,high,dyspepsia_uninvestigated_adult,PATCH_FRM_NICE_DYSPEPSIA_20260516,,,test with urea breath/stool antigen; treat only if positive,test with urea breath/stool antigen; treat only if positive,review,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[55],,,,,,,,,
ABX_PATCH_FRM_NICE_IMPETIGO_WIDE_20260516_PATCH_LINE_PATCH_FRM_NICE_IMPETIGO_WIDE_20,high,impetigo_widespread_nonbullous,PATCH_FRM_NICE_IMPETIGO_WIDE_20260516,,,use oral antibiotic if widespread/large-area topical impractical,use oral antibiotic if widespread/large-area topical impractical,5 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[56],,,,,,,,,
ABX_PATCH_FRM_NICE_INFECTED_ECZEMA_20260516_PATCH_LINE_PATCH_FRM_NICE_INFECTED_ECZEM,high,secondary_infected_eczema,PATCH_FRM_NICE_INFECTED_ECZEMA_20260516,BDS001991,Fusidic acid,apply thinly TID only if localised non-severe infected eczema and antibiotic chosen,apply thinly TID only if localised non-severe infected eczema and antibiotic chosen,5–7 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[57],,,,,,,,,
ABX_PATCH_FRM_NICE_INFECTED_ECZEMA_20260516_PATCH_LINE_PATCH_FRM_NICE_INFECTED_ECZEM,high,secondary_infected_eczema,PATCH_FRM_NICE_INFECTED_ECZEMA_20260516,,,"if systemic/widespread/severe, route to cellulitis/skin infection antibiotic row","if systemic/widespread/severe, route to cellulitis/skin infection antibiotic row",5–7 days,antibiotic_source_gate_missing,"Antibiotic RX NOW requires source-backed bacterial diagnosis/criteria, dose, and duration.",pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/antibiotic_rdu_quality_issues.json,data/meta/antibiotic_rdu_quality_issues.json:items[58],,,,,,,,,
