issue_id,severity,disease_key,regimen_id,product_id,generic_name,current_sig,current_dose,current_duration,issue_type,why_suspect,source_status,evidence_status,recommended_action,source_gap_needed,test_case_needed,source_file,source_runtime_path,display_name,issues,id,reasons,source_row,status,correction_id,target_id,action
CLIN_FRM0081_RX1_FAST_SOURCE_GAP,high,digestive_aid_postmeal_adult,FRM0081,BDS001465,(Cellulase + Protease + Amylase) + (Lipase,1–2 tabs PO TID after meals,1–2 tabs PO TID after meals,3 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[163],,,,,,,,,
CLIN_FRM0081_RX2_FAST_SOURCE_GAP,high,digestive_aid_postmeal_adult,FRM0081,BDS002043,Simethicone + Pancreatin 4NF,1–2 tabs PO TID after meals / PRN,1–2 tabs PO TID after meals / PRN,3 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[164],,,,,,,,,
CLIN_BDS001013_MISSING_CONCENTRATION,medium,abdominal_gas_peds,FRM0082,BDS001013,Simethicone,0.3 mL PO TID after meals,0.3 mL PO TID after meals,3 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[165],,,,,,,,,
CLIN_BDS008034_MISSING_CONCENTRATION,medium,abdominal_gas_peds,FRM0082,BDS008034,Dicyclomine + Simethicone,1 tsp PO QID before meals,1 tsp PO QID before meals,3 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[166],,,,,,,,,
CLIN_FRM0083_RED_FLAG,blocker,abdominal_colic_peds,FRM0083,,,,,,red_flag_should_override_prescribing,Disease key includes red-flag language; routine prescribing must be blocked until source-backed triage rules exist.,legacy_unverified,pending_source_collection,require_red_flag_override,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[167],,,,,,,,,
CLIN_BDS008034_MISSING_CONCENTRATION,medium,abdominal_colic_peds,FRM0083,BDS008034,Dicyclomine + Simethicone,1 tsp PO QID before meals,1 tsp PO QID before meals,3 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[168],,,,,,,,,
CLIN_BDS001013_MISSING_CONCENTRATION,medium,abdominal_colic_peds,FRM0083,BDS001013,Simethicone,0.3 mL PO TID after meals,0.3 mL PO TID after meals,3 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[169],,,,,,,,,
CLIN_BDS004212_MISSING_CONCENTRATION,medium,allergic_rhinitis_peds,FRM0086,BDS004212,Cetirizine 2HCI,1–2 tsp PO OD,1–2 tsp PO OD,5 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[170],,,,,,,,,
CLIN_BDS003763_MISSING_CONCENTRATION,medium,uri_wet_cough_peds,FRM0087,BDS003763,Paracetamol,5 mL PO q6h PRN fever/pain,5 mL PO q6h PRN fever/pain,3 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[171],,,,,,,,,
CLIN_BDS001257_MISSING_CONCENTRATION,medium,uri_wet_cough_peds,FRM0087,BDS001257,Bromhexine HCl + K guaiacolsulphonate,1–2 tsp PO TID–QID,1–2 tsp PO TID–QID,3 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[172],,,,,,,,,
CLIN_BDS001257_MISSING_CONCENTRATION,medium,post_uri_cough_peds,FRM0088,BDS001257,Bromhexine HCl + K guaiacolsulphonate,1–2 tsp PO TID–QID,1–2 tsp PO TID–QID,3 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[173],,,,,,,,,
CLIN_BDS003763_MISSING_CONCENTRATION,medium,viral_fever_peds_support,FRM0091,BDS003763,Paracetamol,5 mL PO q6h PRN fever/pain,5 mL PO q6h PRN fever/pain,3 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[174],,,,,,,,,
CLIN_FRM0092_RX1_ANTIBIOTIC,high,bacterial_conjunctivitis_adult,FRM0092,BDS001437,Chloramphenicol,2–3 drops affected eye QID–5x/day,2–3 drops affected eye QID–5x/day,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[175],,,,,,,,,
CLIN_BDS001437_MISSING_CONCENTRATION,medium,bacterial_conjunctivitis_adult,FRM0092,BDS001437,Chloramphenicol,2–3 drops affected eye QID–5x/day,2–3 drops affected eye QID–5x/day,5 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[176],,,,,,,,,
CLIN_FRM0092_SWAP1_ANTIBIOTIC,high,bacterial_conjunctivitis_adult,FRM0092,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[177],,,,,,,,,
CLIN_BDS001847_MISSING_CONCENTRATION,medium,bacterial_conjunctivitis_adult,FRM0092,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[178],,,,,,,,,
CLIN_FRM0092_SWAP2_ANTIBIOTIC,high,bacterial_conjunctivitis_adult,FRM0092,BDS003721,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,apply ophthalmic ointment HS,apply ophthalmic ointment HS,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[179],,,,,,,,,
CLIN_FRM0093_RX1_ANTIBIOTIC,high,bacterial_conjunctivitis_peds,FRM0093,BDS001437,Chloramphenicol,2–3 drops affected eye QID–5x/day,2–3 drops affected eye QID–5x/day,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[180],,,,,,,,,
CLIN_BDS001437_MISSING_CONCENTRATION,medium,bacterial_conjunctivitis_peds,FRM0093,BDS001437,Chloramphenicol,2–3 drops affected eye QID–5x/day,2–3 drops affected eye QID–5x/day,5 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[181],,,,,,,,,
CLIN_FRM0093_SWAP1_ANTIBIOTIC,high,bacterial_conjunctivitis_peds,FRM0093,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[182],,,,,,,,,
CLIN_BDS001847_MISSING_CONCENTRATION,medium,bacterial_conjunctivitis_peds,FRM0093,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[183],,,,,,,,,
CLIN_FRM0094_RX1_ANTIBIOTIC,high,bacterial_eyelid_infection_adult,FRM0094,BDS003721,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,apply ophthalmic ointment HS,apply ophthalmic ointment HS,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[184],,,,,,,,,
CLIN_FRM0094_SWAP1_ANTIBIOTIC,high,bacterial_eyelid_infection_adult,FRM0094,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[185],,,,,,,,,
CLIN_BDS001847_MISSING_CONCENTRATION,medium,bacterial_eyelid_infection_adult,FRM0094,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[186],,,,,,,,,
CLIN_FRM0095_RX1_ANTIBIOTIC,high,bacterial_eyelid_infection_peds,FRM0095,BDS003721,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,apply ophthalmic ointment HS,apply ophthalmic ointment HS,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[187],,,,,,,,,
CLIN_FRM0095_SWAP1_ANTIBIOTIC,high,bacterial_eyelid_infection_peds,FRM0095,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[188],,,,,,,,,
CLIN_BDS001847_MISSING_CONCENTRATION,medium,bacterial_eyelid_infection_peds,FRM0095,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[189],,,,,,,,,
CLIN_FRM0096_RX1_ANTIBIOTIC,high,bacterial_sinusitis_peds,FRM0096,BDS001047,Amoxicillin + Clavulanic Acid,2.5 mL PO BID,2.5 mL PO BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[190],,,,,,,,,
CLIN_FRM0097_RX1_ANTIBIOTIC,high,bacterial_pharyngitis_peds,FRM0097,BDS001046,Amoxicillin + Clavulanic Acid,5 mL PO BID,5 mL PO BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[191],,,,,,,,,
CLIN_BDS003763_MISSING_CONCENTRATION,medium,bacterial_pharyngitis_peds,FRM0097,BDS003763,Paracetamol,5 mL PO q6h PRN fever/pain,5 mL PO q6h PRN fever/pain,3 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[192],,,,,,,,,
CLIN_FRM0098_RX1_ANTIBIOTIC,high,macrolide_respiratory_bacterial_adult,FRM0098,BDS007066,Roxithromycin,1 tab PO BID before meals,1 tab PO BID before meals,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[193],,,,,,,,,
CLIN_FRM0098_RX2_FAST_SOURCE_GAP,high,macrolide_respiratory_bacterial_adult,FRM0098,BDS003762,Paracetamol,1–2 tabs PO q4–6h PRN fever/pain,1–2 tabs PO q4–6h PRN fever/pain,3 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[194],,,,,,,,,
CLIN_FRM0099_RX1_ANTIBIOTIC,high,dental_infection_support_adult,FRM0099,BDS001103,Amoxicillin + Clavulanic Acid,1 tab PO BID,1 tab PO BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[195],,,,,,,,,
CLIN_FRM0099_RX2_FAST_SOURCE_GAP,high,dental_infection_support_adult,FRM0099,BDS003762,Paracetamol,1–2 tabs PO q4–6h PRN pain,1–2 tabs PO q4–6h PRN pain,3 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[196],,,,,,,,,
CLIN_FRM0100_RX1_ANTIBIOTIC,high,infected_insect_bite_adult,FRM0100,BDS002201,Amoxicillin,1 cap PO TID,1 cap PO TID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[197],,,,,,,,,
CLIN_FRM0100_RX2_FAST_SOURCE_GAP,high,infected_insect_bite_adult,FRM0100,BDS001991,Fusidic acid,apply thinly TID,apply thinly TID,5–7 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[198],,,,,,,,,
CLIN_FRM0101_RX1_ANTIBIOTIC,high,infected_insect_bite_peds,FRM0101,BDS001046,Amoxicillin + Clavulanic Acid,5 mL PO BID,5 mL PO BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[199],,,,,,,,,
CLIN_FRM0101_RX2_FAST_SOURCE_GAP,high,infected_insect_bite_peds,FRM0101,BDS001991,Fusidic acid,apply thinly TID,apply thinly TID,5 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[200],,,,,,,,,
CLIN_FRM0102_RX1_ANTIBIOTIC,high,cellulitis_mild_adult,FRM0102,BDS001103,Amoxicillin + Clavulanic Acid,1 tab PO BID,1 tab PO BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[201],,,,,,,,,
CLIN_FRM0102_RX2_FAST_SOURCE_GAP,high,cellulitis_mild_adult,FRM0102,BDS003762,Paracetamol,1–2 tabs PO q4–6h PRN pain,1–2 tabs PO q4–6h PRN pain,3 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[202],,,,,,,,,
CLIN_FRM0103_RX1_ANTIBIOTIC,high,impetigo_oral_antibiotic_adult,FRM0103,BDS002201,Amoxicillin,1 cap PO TID,1 cap PO TID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[203],,,,,,,,,
CLIN_FRM0103_RX2_FAST_SOURCE_GAP,high,impetigo_oral_antibiotic_adult,FRM0103,BDS001991,Fusidic acid,apply thinly TID,apply thinly TID,5–7 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[204],,,,,,,,,
CLIN_FRM0103_RX2_ANTIBIOTIC,high,impetigo_oral_antibiotic_adult,FRM0103,BDS001991,Fusidic acid,apply thinly TID,apply thinly TID,5–7 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,source_gap,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[205],,,,,,,,,
CLIN_FRM0104_RX1_FAST_SOURCE_GAP,high,localized_folliculitis_adult,FRM0104,BDS001991,Fusidic acid,apply thinly TID,apply thinly TID,5–7 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[206],,,,,,,,,
CLIN_FRM0104_SWAP1_ANTIBIOTIC,high,localized_folliculitis_adult,FRM0104,BDS002201,Amoxicillin,1 cap PO TID,1 cap PO TID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[207],,,,,,,,,
CLIN_BDS001238_MISSING_CONCENTRATION,medium,infected_abrasion_adult,FRM0105,BDS001238,Povidone-Iodine USP w/v,clean around abrasion TOP BID,clean around abrasion TOP BID,3–5 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[208],,,,,,,,,
CLIN_FRM0105_RX2_FAST_SOURCE_GAP,high,infected_abrasion_adult,FRM0105,BDS001991,Fusidic acid,apply thinly TID,apply thinly TID,5–7 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[209],,,,,,,,,
CLIN_FRM0105_SWAP1_ANTIBIOTIC,high,infected_abrasion_adult,FRM0105,BDS002201,Amoxicillin,1 cap PO TID,1 cap PO TID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[210],,,,,,,,,
CLIN_FRM0106_RX1_ANTIBIOTIC,high,infected_eczema_localized_adult,FRM0106,BDS001910,Fusidic acid + Hydrocortisone Acetate + อื่นๆ,apply thinly BID–TID,apply thinly BID–TID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[211],,,,,,,,,
CLIN_FRM0106_SWAP1_ANTIBIOTIC,high,infected_eczema_localized_adult,FRM0106,BDS001908,Fusidic acid + Betamethasone Valerate + Preservative,apply thinly BID–TID,apply thinly BID–TID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[212],,,,,,,,,
CLIN_FRM0107_RX1_ANTIBIOTIC,high,uncomplicated_uti_adult,FRM0107,BDS007591,Norfloxacin,1 tab PO BID,1 tab PO BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[213],,,,,,,,,
CLIN_FRM0108_RX1_ANTIBIOTIC,high,topical_eye_antibiotic_support_adult,FRM0108,BDS001437,Chloramphenicol,2–3 drops affected eye QID–5x/day,2–3 drops affected eye QID–5x/day,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[214],,,,,,,,,
CLIN_BDS001437_MISSING_CONCENTRATION,medium,topical_eye_antibiotic_support_adult,FRM0108,BDS001437,Chloramphenicol,2–3 drops affected eye QID–5x/day,2–3 drops affected eye QID–5x/day,5 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[215],,,,,,,,,
CLIN_FRM0108_RX2_ANTIBIOTIC,high,topical_eye_antibiotic_support_adult,FRM0108,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[216],,,,,,,,,
CLIN_BDS001847_MISSING_CONCENTRATION,medium,topical_eye_antibiotic_support_adult,FRM0108,BDS001847,Fusidic acid + Preservative,1 drop affected eye BID,1 drop affected eye BID,5 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[217],,,,,,,,,
CLIN_FRM0108_SWAP1_ANTIBIOTIC,high,topical_eye_antibiotic_support_adult,FRM0108,BDS003721,Oxytetracycline HCl + Polymyxin B Sulfate 10 + s,apply ophthalmic ointment HS,apply ophthalmic ointment HS,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[218],,,,,,,,,
CLIN_FRM0109_RX1_FAST_SOURCE_GAP,high,bacterial_skin_infection_topical_peds,FRM0109,BDS001991,Fusidic acid,apply thinly TID,apply thinly TID,5–7 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[219],,,,,,,,,
CLIN_FRM0110_RX1_FAST_SOURCE_GAP,high,bacterial_skin_infection_topical_adult,FRM0110,BDS001991,Fusidic acid,apply thinly TID,apply thinly TID,5–7 days,regimen_listed_usable_despite_evidence_missing,Line is allowed in FAST MODE without verified source evidence.,source_gap,pending_source_collection,manual_review_required,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[220],,,,,,,,,
CLIN_FRM0111_RX1_ANTIBIOTIC,high,infected_wound_oral_antibiotic_adult,FRM0111,BDS001103,Amoxicillin + Clavulanic Acid,1 tab PO BID,1 tab PO BID,5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[221],,,,,,,,,
CLIN_FRM0111_RX2_ANTIBIOTIC,high,infected_wound_oral_antibiotic_adult,FRM0111,BDS001238,Povidone-Iodine USP w/v,clean around wound TOP BID,clean around wound TOP BID,3–5 days,antibiotic_source_or_criteria_missing,Antibiotic use requires bacterial diagnosis/criteria plus source-backed dose and duration.,pending_manual_review,pending_source_collection,require_antibiotic_criteria,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[222],,,,,,,,,
CLIN_BDS001238_MISSING_CONCENTRATION,medium,infected_wound_oral_antibiotic_adult,FRM0111,BDS001238,Povidone-Iodine USP w/v,clean around wound TOP BID,clean around wound TOP BID,3–5 days,product_concentration_missing,Liquid/drop/suspension product needs concentration before dose conversion can be trusted.,pending_manual_review,pending_source_collection,source_gap,True,True,data/meta/clinical_regimen_quality_issues.json,data/meta/clinical_regimen_quality_issues.json:items[223],,,,,,,,,
