common_side_effects,contraindications,generic_name,hepatic_notes,major_interactions,pediatric_notes,precautions,pregnancy_lactation,product_id,red_flag_referral,renal_notes,safety_id,safety_ready,safety_source_level,serious_side_effects,source_ids,missing_fields
,,Dioctahedral Smectite,,,,,,BDS003546,,,safe_9aa53607c5e0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Clindamycin,,,,,,BDS003912,,,safe_c4596d98054e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Doxycycline Hyclate,,,,,,BDS007723,,,safe_bd108ca99d9f,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metronidazole,,,,,,BDS044901,,,safe_45e91816a01a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metronidazole,,,,,,BDS007193,,,safe_2aa6399b4af9,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diphenhydramine,,,,,,BDS007911,,,safe_dadbfd9f3bd8,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Dextromethorphan HBr,,,,,,BDS002211,,,safe_bcde917d1b50,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amoxicillin + Clavulanic Acid,,,,,,BDS001046,,,safe_3144a4deed7e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amoxicillin + Clavulanic Acid,,,,,,BDS001047,,,safe_de045de7f789,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amoxicillin + Clavulanic Acid,,,,,,BDS001056,,,safe_69e1f6892193,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amoxicillin + Clavulanic Acid,,,,,,BDS001054,,,safe_5bcc0ec91b51,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Azithromycin,,,,,,BDS001084,,,safe_b8e10bb3e0e5,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Cefixime,,,,,,BDS001441,,,safe_de287984581c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Cephalexin,,,,,,BDS002206,,,safe_5fdaa8f7422a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Cefditoren,,,,,,BDS002693,,,safe_5decf6f39953,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amoxicillin,,,,,,BDS007586,,,safe_f79bd5735bd9,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Erythromycin,,,,,,BDS007589,,,safe_374ce724034d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Azithromycin,,,,,,BDS046209,,,safe_3c3b08990f24,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amoxicillin,,,,,,BDS003549,,,safe_55b946a6b051,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amoxicillin,,,,,,BDS003550,,,safe_6a475edb7c09,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Cloxacillin,,,,,,BDS007682,,,safe_c3a2a098fbf7,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Azithromycin,,,,,,BDS004225,,,safe_c978719ac142,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS008609,,,safe_261590f1980d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS002407,,,safe_18008361df3e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS007583,,,safe_adf492922bfa,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS002861,,,safe_f5e0d85cafa7,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS002847,,,safe_8173368a7185,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS008137,,,safe_a582a5342c8e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003597,,,safe_4e6459347a59,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003596,,,safe_451aa1390b70,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003504,,,safe_edbc4e7a074a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003600,,,safe_17d39934de0c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003711,,,safe_89990522b199,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003712,,,safe_2372416262bd,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS048670,,,safe_2c18f5cb96c1,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003713,,,safe_88b7c3dc4142,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003737,,,safe_066755b72e69,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003763,,,safe_7d1dcab913d3,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Desloratadine,,,,,,BDS001015,,,safe_0b389a93ea1e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Brompheniramine Maleate + Phenylephrine HCl,,,,,,BDS007003,,,safe_0496b53a3200,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Brompheniramine Maleate + Phenylephrine HCl,,,,,,BDS008047,,,safe_f147a1c49b6c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Chlorpheniramine Maleate,,,,,,BDS008033,,,safe_e319dc030de0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Cetirizine 2HCl,,,,,,BDS007038,,,safe_20f6b75d1844,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Desloratadine,,,,,,BDS044519,,,safe_71e9b9adede5,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Chlorpheniramine Maleate,,,,,,BDS007271,,,safe_87c276644659,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Acetaminophen + Chlorpheniramine maleate + Phenylephrine HCl,,,,,,BDS003573,,,safe_26d203973b88,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Hydroxyzine HCl,,,,,,BDS008301,,,safe_7a18984631a9,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Cetirizine 2HCl,,,,,,BDS008086,,,safe_4781e26260de,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Cetirizine 2HCI,,,,,,BDS004212,,,safe_c2a0f172e7f7,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Butamirate Citrate,,,,,,BDS006036,,,safe_7925fba4ce5c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Levodropropizine,,,,,,BDS002290,,,safe_9c2ac24c6f0f,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Bromhexine HCl + K guaiacolsulphonate,,,,,,BDS001257,,,safe_9171c15f722a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Bromhexine HCl + K guaiacolsulphonate,,,,,,BDS001296,,,safe_6f1d258e8ba8,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Bromhexine HCl,,,,,,BDS001253,,,safe_95d4bf6dad00,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Carbocysteine,,,,,,BDS007033,,,safe_43e9d312d3b1,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Carbocysteine,,,,,,BDS041506,,,safe_477a5088324b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Carbocysteine,,,,,,BDS001495,,,safe_98e39113c56d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Carbocysteine,,,,,,BDS001919,,,safe_f22b5d8c7f96,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Carbocysteine,,,,,,BDS001920,,,safe_d33d4f1f8fa8,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ambroxol HCl,,,,,,BDS007742,,,safe_b25cbb84eb8a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Cyclidrol,,,,,,BDS002659,,,safe_db5a3c5b43f2,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ambroxol HCl,,,,,,BDS002691,,,safe_fcf6e5e88568,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ambroxol HCl,,,,,,BDS002654,,,safe_76062a53e24c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Carbocysteine,,,,,,BDS003697,,,safe_9ccb08d57281,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Carbocysteine,,,,,,BDS003782,,,safe_2c70000cd4f8,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Mefenamic acid + Dicyclomine HCl,,,,,,BDS040009,,,safe_d4ae94386803,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Etoricoxib,,,,,,BDS001076,,,safe_aac855776c0d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Etoricoxib,,,,,,BDS001078,,,safe_a5c78c134afd,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Etoricoxib,,,,,,BDS001075,,,safe_321e4f809fcf,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Etoricoxib,,,,,,BDS040616,,,safe_dfdb8f054dc7,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Meloxicam,,,,,,BDS008116,,,safe_1051ae160178,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diclofenac Potassium,,,,,,BDS041402,,,safe_37f02dfc2e72,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diclofenac Potassium,,,,,,BDS007035,,,safe_b4bf567e7dbd,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Celecoxib,,,,,,BDS001509,,,safe_215c6b847c40,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Celecoxib,,,,,,BDS001507,,,safe_a4eb01b7c039,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diclofenac Sodium,,,,,,BDS001822,,,safe_1db04bdb1c93,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diclofenac Sodium,,,,,,BDS001824,,,safe_0b35b40553dd,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Etoricoxib,,,,,,BDS042806,,,safe_a0d1bc99fe88,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Piroxicam,,,,,,BDS008061,,,safe_d936280924eb,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Piroxicam,,,,,,BDS007602,,,safe_66bc5e57298f,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Loxoprofen sodium,,,,,,BDS044250,,,safe_941f25c21b29,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Mefenamic acid,,,,,,BDS044900,,,safe_2eade891b380,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Meloxicam,,,,,,BDS002669,,,safe_a04dd48c655d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Mefenamic acid,,,,,,BDS044909,,,safe_112a16b3f627,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Meloxicam,,,,,,BDS002642,,,safe_1e0af4ee0f61,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Naproxen,,,,,,BDS045624,,,safe_31ec47384352,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Naproxen sodium,,,,,,BDS007214,,,safe_69575cdf78e5,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Naproxen,,,,,,BDS007576,,,safe_536b565da1b0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Piroxicam,,,,,,BDS003422,,,safe_c82ae9c0c3b0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Mefenamic acid,,,,,,BDS003131,,,safe_f2002ba0c41b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Naproxen sodium,,,,,,BDS047654,,,safe_3cb4651848ff,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ibuprofen,,,,,,BDS003581,,,safe_0924763d9c19,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diclofenac Sodium,,,,,,BDS003599,,,safe_7e38545a9aed,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Naproxen sodium,,,,,,BDS003568,,,safe_27bc8ff0a1e3,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diclofenac Sodium,,,,,,BDS049251,,,safe_8f3a4c51d04b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diclofenac Sodium,,,,,,BDS004052,,,safe_ee66c4d622a6,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diclofenac Sodium,,,,,,BDS004041,,,safe_6eaabb922c9b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Celecoxib,,,,,,BDS049777,,,safe_e67da523b2e8,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Lyophilized Saccharomyces boulardii,,,,,,BDS001248,,,safe_50e0f32b299b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Lyophilized Saccharomyces boulardii,,,,,,BDS001233,,,safe_a2bc46797c2d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Nifuroxazide,,,,,,BDS042802,,,safe_faa8945381e0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Racecadotril,,,,,,BDS043842,,,safe_1f11f2469d1f,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Racecadotril,,,,,,BDS002108,,,safe_6ff311b351af,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Mebendazole,,,,,,BDS001231,,,safe_934e1f446a63,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Albendazole,,,,,,BDS049775,,,safe_3386464f854b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Dextromethorphan HBr + Glyceryl Guaiacolate + Terpin Hydrate,,,,,,BDS007973,,,safe_e44f39454b4e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Dextromethorphan HBr + Chlorpheniramine maleate + Terpine hydrate,,,,,,BDS008106,,,safe_45083bde37e1,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Dextromethorphan + Guaifenesin,,,,,,BDS003112,,,safe_77ae81f9dc03,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Guaifenesin + Dextromethorphan HBr,,,,,,BDS003416,,,safe_5376a38c5c6d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Terbutaline sulfate + Glyceryl guaiacolate,,,,,,BDS001458,,,safe_2fc26ba88eb5,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Procaterol HCl,,,,,,BDS002618,,,safe_35dcef17691d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Salbutamol,,,,,,BDS003645,,,safe_74b31112f1f9,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Salbutamol,,,,,,BDS003589,,,safe_d064386efad0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ergotamine tartrate + Caffeine,,,,,,BDS001071,,,safe_b56ceef08282,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ergotamine tartrate + Caffeine,,,,,,BDS001405,,,safe_9634baee3f93,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Eletriptan,,,,,,BDS006840,,,safe_b2f5c8eef701,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sumatriptan succinate,,,,,,BDS047646,,,safe_46ec50fd1fd4,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ergotamine tartrate + Caffeine,,,,,,BDS001404,,,safe_c2428c8afd70,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Betahistine Mesylate,,,,,,BDS007022,,,safe_9770e16039b1,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diphenidol hydrochloride,,,,,,BDS008007,,,safe_4ae788c5c8ad,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Cinnarizine,,,,,,BDS007055,,,safe_25db8f192f48,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Flunarizine,,,,,,BDS008142,,,safe_15cf0d3bc377,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Betahistine Mesilate,,,,,,BDS002688,,,safe_13d7c873ddb7,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Betahistine Mesilate,,,,,,BDS002621,,,safe_a3ff1a24c632,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Flunarizine,,,,,,BDS007222,,,safe_fe381a0b3cff,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Betahistine dihydrochloride,,,,,,BDS003510,,,safe_77eefd289a8f,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Betahistine dihydrochloride,,,,,,BDS006571,,,safe_7ed801b28abb,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Flunarizine,,,,,,BDS047664,,,safe_83a9d7f79662,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Betahistine dihydrochloride,,,,,,BDS007272,,,safe_7236c4fa303c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Cinnarizine,,,,,,BDS003514,,,safe_12aa62a5045e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Dicyclomine + Simethicone,,,,,,BDS008034,,,safe_5d983ecb416c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diosmin + Hesperidin,,,,,,BDS042321,,,safe_3082c91d9622,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diosmin + Hesperidin,,,,,,BDS001602,,,safe_874d5323251a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diosmin + Hesperidin,,,,,,BDS001444,,,safe_87f73929b2ca,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diosmin + Hesperidin,,,,,,BDS008452,,,safe_b131ffd9f88e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Absorbable aescin,,,,,,BDS003407,,,safe_4336986cdd44,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Vit K1 + Rutin + Lysozyme Cl + Vit E,,,,,,BDS003507,,,safe_df8455db0ffe,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Diosmin + Hesperidin,,,,,,BDS007765,,,safe_fe78efd85ed1,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Tramadol HCl,,,,,,BDS003739,,,safe_044f968798aa,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Hyoscine-N-butylbromide,,,,,,BDS001283,,,safe_0fa2ed5feba4,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Hyoscine-N-butylbromide,,,,,,BDS007061,,,safe_bee01a9fefcf,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Mebeverine HCl,,,,,,BDS001484,,,safe_9d74a01eb4eb,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Mebeverine HCl,,,,,,BDS001707,,,safe_6dca5f2a894d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Hyoscine-N-butylbromide,,,,,,BDS007284,,,safe_1aa6b20d28f0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Drotaverine Hydrochloride,,,,,,BDS007303,,,safe_06604edf4de7,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Drotaverine Hydrochloride,,,,,,BDS007107,,,safe_c393a56a04e4,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Flavoxate HCl,,,,,,BDS007274,,,safe_62558aabd6c7,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Aluminium Hydroxide + Magnesium Hydroxide + Dimethylpolysiloxane,,,,,,BDS001042,,,safe_5be786d0afee,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Aluminium Hydroxide + Magnesium Hydroxide + Dimethylpolysiloxane,,,,,,BDS001095,,,safe_d7dab468211d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,,,,,,BDS001050,,,safe_47a236626915,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,,,,,,BDS001048,,,safe_39f6dd502ba9,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Aluminium Hydroxide Gel (eq. to Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,,,,,,BDS040608,,,safe_98129ff02384,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simethicone + Dried Aluminium Hydroxide gel + Magnesium Hydroxide,,,,,,BDS007133,,,safe_112b0c24ce2b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Bismuth Subsalicylate,,,,,,BDS002010,,,safe_881dff32ae9b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium alginate Ph Eur + Potassium bicarbonate + Calcium carbonate + Carbomer,,,,,,BDS043614,,,safe_3e7092ff32fd,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium alginate Ph Eur + Potassium bicarbonate + Calcium carbonate + Carbomer,,,,,,BDS043613,,,safe_bf2373f4b63b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium alginate + Sodium bicarbonate + Calcium carbonate,,,,,,BDS002012,,,safe_54d827b57cc2,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium alginate + Sodium bicarbonate + Calcium carbonate,,,,,,BDS002033,,,safe_e360ab3a277c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium alginate + Sodium bicarbonate,,,,,,BDS002014,,,safe_f5330b4abfef,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium alginate + Sodium bicarbonate + Calcium carbonate,,,,,,BDS002013,,,safe_8873495a66af,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
