adult_dose,adult_duration,adult_frequency,adult_max_dose,adult_route,disease_key,disease_name,dose_verified,duration_verified,final_rx_status,frequency_verified,generic_name,gold_regimen_row_id,icd10,indication_verified,line_of_therapy,modality,product_id,regimen_id,route_verified,safety_minimum_ready,source_ids,product_match_gap_reason
apply thinly BID,7 days,,,,tinea_pruritic_rash_adult,Tinea corporis / pruritic fungal rash,False,False,source_missing_hide_from_rx,False,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,gold_regimen_4b57f1ab9b55,,False,RX1,RX NOW,BDS001491,FRM0028,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
apply thinly BID,7 days,,,,tinea_pruritic_rash_adult,Tinea corporis / pruritic fungal rash,False,False,source_missing_hide_from_rx,False,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,gold_regimen_cc9f9c7d0751,,False,RX1,RX NOW,BDS001491,FRM0028,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,allergic_conjunctivitis_adult,Allergic conjunctivitis,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_86b2793359d8,,False,RX1,RX NOW,BDS004213,FRM0032,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU / affected eye PRN,5–7 days,,,,allergic_conjunctivitis_adult,Allergic conjunctivitis,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_cec78fa6c48e,,False,RX2,RX NOW,BDS004035,FRM0032,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,allergic_conjunctivitis_adult,Allergic conjunctivitis,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_d20296d6813d,,False,SWAP1,SWAP,BDS001552,FRM0032,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,allergic_conjunctivitis_adult,Allergic conjunctivitis,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_1f11b9a8510d,,False,RX1,RX NOW,BDS004213,FRM0032,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU / affected eye PRN,5–7 days,,,,allergic_conjunctivitis_adult,Allergic conjunctivitis,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_5e1eb17e488b,,False,RX2,RX NOW,BDS004035,FRM0032,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,allergic_conjunctivitis_adult,Allergic conjunctivitis,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_aee5acbc6d2b,,False,SWAP1,SWAP,BDS001552,FRM0032,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,allergic_conjunctivitis_adult,Allergic conjunctivitis,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_f7cbca1485bb,,False,RX1,RX NOW,BDS004213,FRM0032,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU / affected eye PRN,5–7 days,,,,allergic_conjunctivitis_adult,Allergic conjunctivitis,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_ee57627f68b2,,False,RX2,RX NOW,BDS004035,FRM0032,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,allergic_conjunctivitis_adult,Allergic conjunctivitis,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_f875bbc73b61,,False,SWAP1,SWAP,BDS001552,FRM0032,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,bacterial_sinusitis_adult,Acute bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_0edac0f9320e,,False,RX1,RX NOW,BDS001103,FRM0033,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,bacterial_sinusitis_adult,Acute bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_65b7abe25678,,False,RX2,RX NOW,BDS003762,FRM0033,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
irrigate / rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_adult,Acute bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_4aba1e354a74,,False,RX3,RX NOW,BDS044320,FRM0033,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO BID,5 days,,,,bacterial_sinusitis_adult,Acute bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_b7d2a2a8d947,,False,RX1,RX NOW,BDS001103,FRM0033,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,bacterial_sinusitis_adult,Acute bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_86056078e8f8,,False,RX2,RX NOW,BDS003762,FRM0033,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
irrigate / rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_adult,Acute bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_3b1b4c82cb8b,,False,RX3,RX NOW,BDS044320,FRM0033,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO BID,5 days,,,,bacterial_sinusitis_adult,Acute bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_7b305ec3ca8e,,False,RX1,RX NOW,BDS001103,FRM0033,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,bacterial_sinusitis_adult,Acute bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_e574b703d02c,,False,RX2,RX NOW,BDS003762,FRM0033,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
irrigate / rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_adult,Acute bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_d41359111c9d,,False,RX3,RX NOW,BDS044320,FRM0033,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 cap PO TID,5 days,,,,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_e399b9ae2b08,,False,RX1,RX NOW,BDS002201,FRM0034,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_b53b2f67f0a7,,False,RX2,RX NOW,BDS003762,FRM0034,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_c146ce92aa52,,False,RX1,RX NOW,BDS002201,FRM0034,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_d13d4bb43bc7,,False,RX2,RX NOW,BDS003762,FRM0034,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_076f4bed0461,,False,RX1,RX NOW,BDS002201,FRM0034,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_cb16255159c7,,False,RX2,RX NOW,BDS003762,FRM0034,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
irrigate / rinse nasal cavity PRN,5 days,,,,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_69b720bfccec,,False,RX1,RX NOW,BDS044320,FRM0035,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
irrigate / rinse nasal cavity PRN,5 days,,,,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_bc19d0c492f1,,False,RX1,RX NOW,BDS044320,FRM0035,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
irrigate / rinse nasal cavity PRN,5 days,,,,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_7d01be0b3d3d,,False,RX1,RX NOW,BDS044320,FRM0035,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_02b17ec25041,,False,RX1,RX NOW,BDS004035,FRM0036,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_7a6d7f006dc6,,False,SWAP1,SWAP,BDS003679,FRM0036,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_a930b322876c,,False,RX1,RX NOW,BDS004035,FRM0036,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_7580bdee7af1,,False,SWAP1,SWAP,BDS003679,FRM0036,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_08568d3ce1ae,,False,RX1,RX NOW,BDS004035,FRM0036,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_735a2cd13c4f,,False,SWAP1,SWAP,BDS003679,FRM0036,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 cap PO q4–6h PRN pain,3 days,,,,joint_pain_topical_support_adult,Joint pain topical support,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_4d3adb2f217c,,False,SWAP1,SWAP,BDS002042,FRM0037,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1 cap PO q4–6h PRN pain,3 days,,,,joint_pain_topical_support_adult,Joint pain topical support,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_11a87ea6367f,,False,SWAP1,SWAP,BDS002042,FRM0037,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1 cap PO q4–6h PRN pain,3 days,,,,joint_pain_topical_support_adult,Joint pain topical support,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_cb9ea93c524f,,False,SWAP1,SWAP,BDS002042,FRM0037,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1 tab PO OD,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_023fa4d1ff29,,False,RX1,RX NOW,BDS004213,FRM0040,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_f7f96d55321c,,False,RX1,RX NOW,BDS004213,FRM0040,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_3071f65a81e2,,False,RX1,RX NOW,BDS004213,FRM0040,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_cc11407cd518,,False,RX1,RX NOW,BDS004213,FRM0041,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_8cb85e542c47,,False,SWAP1,SWAP,BDS003747,FRM0041,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_f61cd0f128c9,,False,RX1,RX NOW,BDS004213,FRM0041,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_602e89e7128d,,False,SWAP1,SWAP,BDS003747,FRM0041,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_fb4ec9ffa01d,,False,RX1,RX NOW,BDS004213,FRM0041,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_7f1dcfdb85aa,,False,SWAP1,SWAP,BDS003747,FRM0041,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_cdc6052179de,,False,RX1,RX NOW,BDS003762,FRM0042,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_ec537dd545d7,,False,SWAP1,SWAP,BDS004213,FRM0042,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_500afdf15bd3,,False,RX1,RX NOW,BDS003762,FRM0042,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_bd64820afd78,,False,SWAP1,SWAP,BDS004213,FRM0042,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_4b773c3f79aa,,False,RX1,RX NOW,BDS003762,FRM0042,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_395a93d132dc,,False,SWAP1,SWAP,BDS004213,FRM0042,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,postnasal_drip_cough_adult,Postnasal drip / upper airway cough syndrome,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_6cada0b41e8b,,False,SWAP1,SWAP,BDS004213,FRM0044,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
irrigate / rinse nasal cavity PRN,5 days,,,,postnasal_drip_cough_adult,Postnasal drip / upper airway cough syndrome,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_095b8878e4fe,,False,SWAP2,SWAP,BDS044320,FRM0044,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO OD,5 days,,,,postnasal_drip_cough_adult,Postnasal drip / upper airway cough syndrome,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_95f4c617d8d7,,False,SWAP1,SWAP,BDS004213,FRM0044,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
irrigate / rinse nasal cavity PRN,5 days,,,,postnasal_drip_cough_adult,Postnasal drip / upper airway cough syndrome,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_f23de89fbbc6,,False,SWAP2,SWAP,BDS044320,FRM0044,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO OD,5 days,,,,postnasal_drip_cough_adult,Postnasal drip / upper airway cough syndrome,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_78c7969cace5,,False,SWAP1,SWAP,BDS004213,FRM0044,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
irrigate / rinse nasal cavity PRN,5 days,,,,postnasal_drip_cough_adult,Postnasal drip / upper airway cough syndrome,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_896fe429a3d2,,False,SWAP2,SWAP,BDS044320,FRM0044,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO OD,5 days,,,,post_viral_cough_adult,Post-viral cough,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_5202c862e975,,False,RX2,RX NOW,BDS004213,FRM0045,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 eff tab PO OD,5 days,,,,post_viral_cough_adult,Post-viral cough,False,False,source_missing_hide_from_rx,False,Acetylcysteine 600 mg.,gold_regimen_2af432d89a4b,,False,SWAP2,SWAP,BDS002901,FRM0045,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO OD,5 days,,,,post_viral_cough_adult,Post-viral cough,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_a0cfdf70e893,,False,RX2,RX NOW,BDS004213,FRM0045,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 eff tab PO OD,5 days,,,,post_viral_cough_adult,Post-viral cough,False,False,source_missing_hide_from_rx,False,Acetylcysteine 600 mg.,gold_regimen_b9eaa0813763,,False,SWAP2,SWAP,BDS002901,FRM0045,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO OD,5 days,,,,post_viral_cough_adult,Post-viral cough,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_08865b88a0c0,,False,RX2,RX NOW,BDS004213,FRM0045,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 eff tab PO OD,5 days,,,,post_viral_cough_adult,Post-viral cough,False,False,source_missing_hide_from_rx,False,Acetylcysteine 600 mg.,gold_regimen_58c4e2f7da86,,False,SWAP2,SWAP,BDS002901,FRM0045,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 tabs PO q4–6h PRN pain,3 days,,,,laryngitis_irritation_adult,Laryngitis / voice irritation,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_04f9d352d069,,False,SWAP2,SWAP,BDS003762,FRM0046,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,laryngitis_irritation_adult,Laryngitis / voice irritation,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_41e649e9890e,,False,SWAP2,SWAP,BDS003762,FRM0046,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,laryngitis_irritation_adult,Laryngitis / voice irritation,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_907bfc66e466,,False,SWAP2,SWAP,BDS003762,FRM0046,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 sachet in 150 mL water; sip frequently / after each loose stool,1–2 days,,,,gastroenteritis_mild_adult,Mild viral gastroenteritis,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_47deeef988ff,,False,RX1,RX NOW,BDS008282,FRM0047,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 cap PO q8h,2–3 days,,,,gastroenteritis_mild_adult,Mild viral gastroenteritis,False,False,source_missing_hide_from_rx,False,Racecadotril 100 mg.,gold_regimen_a21de4b58064,,False,SWAP2,SWAP,BDS043842,FRM0047,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet in 150 mL water; sip frequently / after each loose stool,1–2 days,,,,gastroenteritis_mild_adult,Mild viral gastroenteritis,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_c66cb5e630e8,,False,RX1,RX NOW,BDS008282,FRM0047,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 cap PO q8h,2–3 days,,,,gastroenteritis_mild_adult,Mild viral gastroenteritis,False,False,source_missing_hide_from_rx,False,Racecadotril 100 mg.,gold_regimen_f89678994d02,,False,SWAP2,SWAP,BDS043842,FRM0047,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
