adult_dose,adult_duration,adult_frequency,adult_max_dose,adult_route,disease_key,disease_name,dose_verified,duration_verified,final_rx_status,frequency_verified,generic_name,gold_regimen_row_id,icd10,indication_verified,line_of_therapy,modality,product_id,regimen_id,route_verified,safety_minimum_ready,source_ids,product_match_gap_reason
1–2 tabs PO q4–6h PRN pain/fever,3 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_4656c5e017da,,False,RX1,RX NOW,BDS003762,FRM0065,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain/fever,3 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_415157d634df,,False,RX1,RX NOW,BDS003762,FRM0065,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain/fever,3 days,,,,tonsillar_inflammation_support_adult,Tonsillar inflammation support (non-bacterial pattern),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_d5315f2d006d,,False,RX1,RX NOW,BDS003762,FRM0065,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD if itchy,5 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_61e2a5f935c9,,False,SWAP1,SWAP,BDS004213,FRM0066,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD if itchy,5 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_d1761504bcc0,,False,SWAP1,SWAP,BDS004213,FRM0066,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD if itchy,5 days,,,,eczema_dry_pruritic_adult,Dry pruritic eczema,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_b2eb2065a818,,False,SWAP1,SWAP,BDS004213,FRM0066,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_3d8f40c53fc7,,False,RX2,RX NOW,BDS004035,FRM0068,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_931ff7f8839d,,False,SWAP1,SWAP,BDS001552,FRM0068,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_87343201a8ed,,False,RX2,RX NOW,BDS004035,FRM0068,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_3ec6628cb2f5,,False,SWAP1,SWAP,BDS001552,FRM0068,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_28afd4cf0045,,False,RX2,RX NOW,BDS004035,FRM0068,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_177ceff60e43,,False,SWAP1,SWAP,BDS001552,FRM0068,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_91b6c5ea9570,,False,RX1,RX NOW,BDS001552,FRM0069,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_8ef1053123c2,,False,RX2,RX NOW,BDS003679,FRM0069,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_4d89e734e48f,,False,RX1,RX NOW,BDS001552,FRM0069,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_d829d2236da6,,False,RX2,RX NOW,BDS003679,FRM0069,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_50e8025322df,,False,RX1,RX NOW,BDS001552,FRM0069,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU PRN,5–7 days,,,,contact_lens_dry_eye_support_adult,Contact lens dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_327a954d00c2,,False,RX2,RX NOW,BDS003679,FRM0069,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_wash_support_adult,Eye wash support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_5eee03f077cc,,False,SWAP1,SWAP,BDS004035,FRM0070,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_wash_support_adult,Eye wash support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_f6d36c507439,,False,SWAP1,SWAP,BDS004035,FRM0070,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_wash_support_adult,Eye wash support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_ee4885a4ed48,,False,SWAP1,SWAP,BDS004035,FRM0070,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,foreign_body_irritation_followup_adult,Foreign-body irritation follow-up,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_e29b63e60450,,False,RX1,RX NOW,BDS004035,FRM0071,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,foreign_body_irritation_followup_adult,Foreign-body irritation follow-up,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_16fc4fc3b638,,False,RX1,RX NOW,BDS004035,FRM0071,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,foreign_body_irritation_followup_adult,Foreign-body irritation follow-up,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_2d4d9b61316a,,False,RX1,RX NOW,BDS004035,FRM0071,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops affected eye PRN,3–5 days,,,,eye_irritation_peds,Pediatric eye irritation support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_817cd11b26bc,,False,RX2,RX NOW,BDS004035,FRM0072,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops affected eye PRN,3–5 days,,,,eye_irritation_peds,Pediatric eye irritation support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_ccbf528b05de,,False,RX2,RX NOW,BDS004035,FRM0072,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops affected eye PRN,3–5 days,,,,eye_irritation_peds,Pediatric eye irritation support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_060b87d20e80,,False,RX2,RX NOW,BDS004035,FRM0072,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_c89b47b540d2,,False,RX1,RX NOW,BDS004035,FRM0073,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_4b437d66b855,,False,RX2,RX NOW,BDS001552,FRM0073,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_511b36426d09,,False,SWAP1,SWAP,BDS003679,FRM0073,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_d5a4a0d9c52c,,False,RX1,RX NOW,BDS004035,FRM0073,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_eff40891e06d,,False,RX2,RX NOW,BDS001552,FRM0073,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_67b329df5728,,False,SWAP1,SWAP,BDS003679,FRM0073,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_81e28ab067fc,,False,RX1,RX NOW,BDS004035,FRM0073,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_95fe1ce710e3,,False,RX2,RX NOW,BDS001552,FRM0073,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops affected eye PRN,5 days,,,,dry_eye_peds_support,Pediatric dry eye support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_22cbeee15869,,False,SWAP1,SWAP,BDS003679,FRM0073,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO OD,3–5 days,,,,insect_bite_swelling_adult,Insect bite with localized swelling,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_440ed272039f,,False,RX1,RX NOW,BDS004213,FRM0076,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,3–5 days,,,,insect_bite_swelling_adult,Insect bite with localized swelling,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_26adda2b6fff,,False,RX1,RX NOW,BDS004213,FRM0076,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,3–5 days,,,,insect_bite_swelling_adult,Insect bite with localized swelling,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_828629c83ee6,,False,RX1,RX NOW,BDS004213,FRM0076,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD if itchy,5 days,,,,localized_eczema_sensitive_area_adult,Localized eczema (sensitive-area cautious row),False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_5bc5cdb0ddce,,False,RX2,RX NOW,BDS004213,FRM0077,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD if itchy,5 days,,,,localized_eczema_sensitive_area_adult,Localized eczema (sensitive-area cautious row),False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_c62797555b6c,,False,RX2,RX NOW,BDS004213,FRM0077,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD if itchy,5 days,,,,localized_eczema_sensitive_area_adult,Localized eczema (sensitive-area cautious row),False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_080feabb85b4,,False,RX2,RX NOW,BDS004213,FRM0077,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tsp PO OD,3–5 days,,,,insect_bite_peds,Pediatric insect bite reaction,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_5bbd7762a872,,False,RX1,RX NOW,BDS004212,FRM0078,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tsp PO OD,3–5 days,,,,insect_bite_peds,Pediatric insect bite reaction,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_9a60b4f8aeca,,False,RX1,RX NOW,BDS004212,FRM0078,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tsp PO OD,3–5 days,,,,insect_bite_peds,Pediatric insect bite reaction,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_6e2c30acaaca,,False,RX1,RX NOW,BDS004212,FRM0078,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tsp PO OD if itchy,3–5 days,,,,localized_eczema_peds,Pediatric localized eczema support,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_6774660b9dd0,,False,SWAP1,SWAP,BDS004212,FRM0079,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tsp PO OD if itchy,3–5 days,,,,localized_eczema_peds,Pediatric localized eczema support,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_b3b6b289afab,,False,SWAP1,SWAP,BDS004212,FRM0079,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tsp PO OD if itchy,3–5 days,,,,localized_eczema_peds,Pediatric localized eczema support,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_97b97c46277e,,False,SWAP1,SWAP,BDS004212,FRM0079,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_e7356cd56e3f,,False,RX1,RX NOW,BDS008282,FRM0084,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet PO q8h,2–3 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_c57bc79ca3cd,,False,SWAP1,SWAP,BDS002108,FRM0084,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_56c01f77721d,,False,RX1,RX NOW,BDS008282,FRM0084,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet PO q8h,2–3 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_e9dbdba9c76e,,False,SWAP1,SWAP,BDS002108,FRM0084,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_76615d5ad707,,False,RX1,RX NOW,BDS008282,FRM0084,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet PO q8h,2–3 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_8bbb38626ccb,,False,SWAP1,SWAP,BDS002108,FRM0084,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_c663ae709b73,,False,RX1,RX NOW,BDS008282,FRM0085,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet PO q8h,2–3 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_5d5388bd4c3b,,False,SWAP1,SWAP,BDS002108,FRM0085,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_d43dd46bebbb,,False,RX1,RX NOW,BDS008282,FRM0085,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet PO q8h,2–3 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_b06fccf0799b,,False,SWAP1,SWAP,BDS002108,FRM0085,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_c1901f5d8467,,False,RX1,RX NOW,BDS008282,FRM0085,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet PO q8h,2–3 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_3724431895ee,,False,SWAP1,SWAP,BDS002108,FRM0085,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 tsp PO OD,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_0269b03d7056,,False,RX1,RX NOW,BDS004212,FRM0086,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
