query_id,priority,product_id,product_name,generic_name,disease_key,source_category,source_target,query,expected_fields,retrieval_status,notes
gq_79ccda39a891,A,BDS040078,A.M.Mox 500 [Amoxicillin 500 mg.],Amoxicillin,,product_label,Thai FDA/NDI,Amoxicillin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_10527cd4f8ae,B,BDS040078,A.M.Mox 500 [Amoxicillin 500 mg.],Amoxicillin,,official_label,DailyMed/FDA/eMC,Amoxicillin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_3e0db11b1090,A,BDS001103,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin + Clavulanic Acid,,product_label,Thai FDA/NDI,Amoxicillin + Clavulanic Acid Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_aa8ac83ce4e2,B,BDS001103,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin + Clavulanic Acid,,official_label,DailyMed/FDA/eMC,Amoxicillin + Clavulanic Acid DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ac8c087e1d69,A,BDS001035,Amoksiklav 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin + Clavulanic Acid,,product_label,Thai FDA/NDI,Amoxicillin + Clavulanic Acid Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f7cbcb153d5d,B,BDS001035,Amoksiklav 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin + Clavulanic Acid,,official_label,DailyMed/FDA/eMC,Amoxicillin + Clavulanic Acid DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_a3b2f739f839,A,BDS040017,Augmentin 1 g. [Amoxicillin Trihydrate (eq. to Amoxicillin 875 mg.)+Clavulanic Potassium (eq. to Clavulanic Acid 125 mg.)],Amoxicillin Trihydrate + Clavulanic Potassium,,product_label,Thai FDA/NDI,Amoxicillin Trihydrate + Clavulanic Potassium Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_4b371129ce43,B,BDS040017,Augmentin 1 g. [Amoxicillin Trihydrate (eq. to Amoxicillin 875 mg.)+Clavulanic Potassium (eq. to Clavulanic Acid 125 mg.)],Amoxicillin Trihydrate + Clavulanic Potassium,,official_label,DailyMed/FDA/eMC,Amoxicillin Trihydrate + Clavulanic Potassium DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_9fd3757ad919,A,BDS001494,Azithro 250 mg [Azithromycin 250 mg.],Azithromycin,,product_label,Thai FDA/NDI,Azithromycin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_78df498351c7,B,BDS001494,Azithro 250 mg [Azithromycin 250 mg.],Azithromycin,,official_label,DailyMed/FDA/eMC,Azithromycin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_600419ac4372,A,BDS006115,Azycin 250 mg (GPO) [Azithromycin 250 mg.],Azithromycin,,product_label,Thai FDA/NDI,Azithromycin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_21c795d3502d,B,BDS006115,Azycin 250 mg (GPO) [Azithromycin 250 mg.],Azithromycin,,official_label,DailyMed/FDA/eMC,Azithromycin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_80e9150769da,A,BDS007066,B.Roxi [Roxithromycin 150 mg.],Roxithromycin,,product_label,Thai FDA/NDI,Roxithromycin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_b5c1795d6331,B,BDS007066,B.Roxi [Roxithromycin 150 mg.],Roxithromycin,,official_label,DailyMed/FDA/eMC,Roxithromycin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_158e0949d5ba,A,BDS001545,Cavumox 1 g [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin + Clavulanic Acid,,product_label,Thai FDA/NDI,Amoxicillin + Clavulanic Acid Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_380b53c35b71,B,BDS001545,Cavumox 1 g [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin + Clavulanic Acid,,official_label,DailyMed/FDA/eMC,Amoxicillin + Clavulanic Acid DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_bb5d625f9d50,A,BDS007784,Cephalex-500 [Cephalexin 500 mg.],Cephalexin,,product_label,Thai FDA/NDI,Cephalexin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_6776a9c4cdb2,B,BDS007784,Cephalex-500 [Cephalexin 500 mg.],Cephalexin,,official_label,DailyMed/FDA/eMC,Cephalexin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_5ac5f5093800,A,BDS001452,Clarith 500 [Clarithromycin 500 mg.],Clarithromycin,,product_label,Thai FDA/NDI,Clarithromycin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_ffbbe9699749,B,BDS001452,Clarith 500 [Clarithromycin 500 mg.],Clarithromycin,,official_label,DailyMed/FDA/eMC,Clarithromycin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ae6b3474a01c,A,BDS008652,Dicloxilin-500 [Dicloxacillin 500 mg.],Dicloxacillin,,product_label,Thai FDA/NDI,Dicloxacillin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_75dbd9b36709,B,BDS008652,Dicloxilin-500 [Dicloxacillin 500 mg.],Dicloxacillin,,official_label,DailyMed/FDA/eMC,Dicloxacillin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d52b56ee4712,A,BDS008702,Dicloxman-500 [Dicloxacillin 500 mg.],Dicloxacillin,,product_label,Thai FDA/NDI,Dicloxacillin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_fb70898eebcd,B,BDS008702,Dicloxman-500 [Dicloxacillin 500 mg.],Dicloxacillin,,official_label,DailyMed/FDA/eMC,Dicloxacillin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_25f18d031306,A,BDS001943,Floctil 250 [Azithromycin 250 mg.],Azithromycin,,product_label,Thai FDA/NDI,Azithromycin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_2016186a7971,B,BDS001943,Floctil 250 [Azithromycin 250 mg.],Azithromycin,,official_label,DailyMed/FDA/eMC,Azithromycin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_82770933ed0e,A,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin,,product_label,Thai FDA/NDI,Amoxicillin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_507624d21dba,B,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin,,official_label,DailyMed/FDA/eMC,Amoxicillin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_dd6f4542a098,A,BDS002447,Klacid MR 500 mg [Clarithromycin 500 mg.],Clarithromycin,,product_label,Thai FDA/NDI,Clarithromycin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_6f68b42254e8,B,BDS002447,Klacid MR 500 mg [Clarithromycin 500 mg.],Clarithromycin,,official_label,DailyMed/FDA/eMC,Clarithromycin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_cd3a57c1f8a4,A,BDS002692,Meiact tabslet [Cefditoren 100 mg.],Cefditoren,,product_label,Thai FDA/NDI,Cefditoren Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_6992e0cfe827,B,BDS002692,Meiact tabslet [Cefditoren 100 mg.],Cefditoren,,official_label,DailyMed/FDA/eMC,Cefditoren DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_35070746832f,A,BDS003078,Omnicef 100 mg [Cefdinir 100 mg.],Cefdinir,,product_label,Thai FDA/NDI,Cefdinir Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_9aeaaeee87a7,B,BDS003078,Omnicef 100 mg [Cefdinir 100 mg.],Cefdinir,,official_label,DailyMed/FDA/eMC,Cefdinir DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_adf06a17a4f9,A,BDS008121,Rintacin [Erythromycin stearate 250 mg.],Erythromycin stearate,,product_label,Thai FDA/NDI,Erythromycin stearate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_8b40b8c7e6de,B,BDS008121,Rintacin [Erythromycin stearate 250 mg.],Erythromycin stearate,,official_label,DailyMed/FDA/eMC,Erythromycin stearate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_a20878631806,A,BDS003423,Rothricin 150 mg [Roxithromycin 150 mg.],Roxithromycin,,product_label,Thai FDA/NDI,Roxithromycin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_c39e52ad78c1,B,BDS003423,Rothricin 150 mg [Roxithromycin 150 mg.],Roxithromycin,,official_label,DailyMed/FDA/eMC,Roxithromycin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_64ded958deb2,A,BDS007976,Roxitop 300 [Roxithromycin 300 mg.],Roxithromycin,,product_label,Thai FDA/NDI,Roxithromycin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_edf5a3f97429,B,BDS007976,Roxitop 300 [Roxithromycin 300 mg.],Roxithromycin,,official_label,DailyMed/FDA/eMC,Roxithromycin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_0d28d61858e2,A,BDS003428,Rulid 150 mg [Roxithromycin 150 mg.],Roxithromycin,,product_label,Thai FDA/NDI,Roxithromycin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_508d4b771759,B,BDS003428,Rulid 150 mg [Roxithromycin 150 mg.],Roxithromycin,,official_label,DailyMed/FDA/eMC,Roxithromycin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_a39760b0a67e,A,BDS007007,Uramox 500 [Amoxicillin 500 mg.],Amoxicillin,,product_label,Thai FDA/NDI,Amoxicillin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_a5142f7a99b7,B,BDS007007,Uramox 500 [Amoxicillin 500 mg.],Amoxicillin,,official_label,DailyMed/FDA/eMC,Amoxicillin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_af9177c96412,A,BDS049776,Zithromax tabslet 250 mg [Azithromycin 250 mg.],Azithromycin,,product_label,Thai FDA/NDI,Azithromycin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_74aef4b5f0df,B,BDS049776,Zithromax tabslet 250 mg [Azithromycin 250 mg.],Azithromycin,,official_label,DailyMed/FDA/eMC,Azithromycin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_fc41bbebab5c,A,BDS040614,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],Paracetamol,,product_label,Thai FDA/NDI,Paracetamol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_d02b67309c98,B,BDS040614,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],Paracetamol,,official_label,DailyMed/FDA/eMC,Paracetamol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e6ce3122daa7,A,BDS007047,Cemol 500 mg bottle 100s ฟ้า-ขาว [Paracetamol 500 mg.],Paracetamol,,product_label,Thai FDA/NDI,Paracetamol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_0af4ba967b63,B,BDS007047,Cemol 500 mg bottle 100s ฟ้า-ขาว [Paracetamol 500 mg.],Paracetamol,,official_label,DailyMed/FDA/eMC,Paracetamol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_7fbd30e640ce,A,BDS007041,Cemol 500 mg bottle 100s เม็ดกลม [Paracetamol 500 mg.],Paracetamol,,product_label,Thai FDA/NDI,Paracetamol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_c16814815fbf,B,BDS007041,Cemol 500 mg bottle 100s เม็ดกลม [Paracetamol 500 mg.],Paracetamol,,official_label,DailyMed/FDA/eMC,Paracetamol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_bb80d1df41e7,A,BDS046505,Panadol Actifast [Paracetamol 500 mg.],Paracetamol,,product_label,Thai FDA/NDI,Paracetamol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_c7bbfbf073fe,B,BDS046505,Panadol Actifast [Paracetamol 500 mg.],Paracetamol,,official_label,DailyMed/FDA/eMC,Paracetamol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_318cfceacc7a,A,BDS003109,Para Cap bottle 100s [Paracetamol 500 mg.],Paracetamol,,product_label,Thai FDA/NDI,Paracetamol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_0d276cb14e0b,B,BDS003109,Para Cap bottle 100s [Paracetamol 500 mg.],Paracetamol,,official_label,DailyMed/FDA/eMC,Paracetamol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_1df1a7706272,A,BDS003595,Sara เม็ดรี กระปุก 100s [Paracetamol 500 mg.],Paracetamol,,product_label,Thai FDA/NDI,Paracetamol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_4219861ebd38,B,BDS003595,Sara เม็ดรี กระปุก 100s [Paracetamol 500 mg.],Paracetamol,,official_label,DailyMed/FDA/eMC,Paracetamol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_c49842bd54f1,A,BDS003764,Tylenol 500 mg bottle 100s [Paracetamol 500 mg.],Paracetamol,,product_label,Thai FDA/NDI,Paracetamol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_67bd507a6439,B,BDS003764,Tylenol 500 mg bottle 100s [Paracetamol 500 mg.],Paracetamol,,official_label,DailyMed/FDA/eMC,Paracetamol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_678f44a33f47,A,BDS003748,Tylenol 8 Hour [Paracetamol 650 mg.],Paracetamol,,product_label,Thai FDA/NDI,Paracetamol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_e41b8ad51749,B,BDS003748,Tylenol 8 Hour [Paracetamol 650 mg.],Paracetamol,,official_label,DailyMed/FDA/eMC,Paracetamol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_362b12911d35,A,BDS001010,Aerius tabslet [Desloratadine 5 mg.],Desloratadine,,product_label,Thai FDA/NDI,Desloratadine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_dd29c3a7e29c,B,BDS001010,Aerius tabslet [Desloratadine 5 mg.],Desloratadine,,official_label,DailyMed/FDA/eMC,Desloratadine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_5ed2cbb09bd5,A,BDS040029,Alerest [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride,,product_label,Thai FDA/NDI,Cetirizine dihydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f4b95fbbc86a,B,BDS040029,Alerest [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride,,official_label,DailyMed/FDA/eMC,Cetirizine dihydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_302994c49518,A,BDS007702,Allerax-FC [Hydroxyzine HCl 10 mg.],Hydroxyzine HCl,,product_label,Thai FDA/NDI,Hydroxyzine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_22e6984e214f,B,BDS007702,Allerax-FC [Hydroxyzine HCl 10 mg.],Hydroxyzine HCl,,official_label,DailyMed/FDA/eMC,Hydroxyzine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e0c6710e4598,A,BDS040033,Allernix [Loratadine 10 mg.],Loratadine,,product_label,Thai FDA/NDI,Loratadine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_731c15d9e10b,B,BDS040033,Allernix [Loratadine 10 mg.],Loratadine,,official_label,DailyMed/FDA/eMC,Loratadine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_2d9e93e3a186,A,BDS040028,Allora 5 mg [Desloratadine 5 mg.],Desloratadine,,product_label,Thai FDA/NDI,Desloratadine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_814fdf3e9fd7,B,BDS040028,Allora 5 mg [Desloratadine 5 mg.],Desloratadine,,official_label,DailyMed/FDA/eMC,Desloratadine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_2c5161432a5d,A,BDS040630,Bilaxten [Bilastine 20 mg.],Bilastine,,product_label,Thai FDA/NDI,Bilastine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_57367734df42,B,BDS040630,Bilaxten [Bilastine 20 mg.],Bilastine,,official_label,DailyMed/FDA/eMC,Bilastine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d82041d26a5f,A,BDS041454,Carinose [Micronized Loratadine 10 mg.],Micronized Loratadine,,product_label,Thai FDA/NDI,Micronized Loratadine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_74604f2386d6,B,BDS041454,Carinose [Micronized Loratadine 10 mg.],Micronized Loratadine,,official_label,DailyMed/FDA/eMC,Micronized Loratadine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_c0d35bef0749,A,BDS041510,Clarid [Loratadine (Micronized) 10 mg],Loratadine,,product_label,Thai FDA/NDI,Loratadine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_2dae2284979e,B,BDS041510,Clarid [Loratadine (Micronized) 10 mg],Loratadine,,official_label,DailyMed/FDA/eMC,Loratadine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_cb457633744f,A,BDS041499,Clarityne [Micronized loratadine 10 mg.],Micronized loratadine,,product_label,Thai FDA/NDI,Micronized loratadine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_8d5e5bf9a1ff,B,BDS041499,Clarityne [Micronized loratadine 10 mg.],Micronized loratadine,,official_label,DailyMed/FDA/eMC,Micronized loratadine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ec399c6b90ff,A,BDS001978,Fenafex 180 mg [Fexofenadine HCl 180 mg.],Fexofenadine HCl,,product_label,Thai FDA/NDI,Fexofenadine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_e9ceaf3b2197,B,BDS001978,Fenafex 180 mg [Fexofenadine HCl 180 mg.],Fexofenadine HCl,,official_label,DailyMed/FDA/eMC,Fexofenadine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_37a779d17908,A,BDS001953,Fenafex 60 mg [Fexofenadine HCl 60 mg.],Fexofenadine HCl,,product_label,Thai FDA/NDI,Fexofenadine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_91e20f6b781f,B,BDS001953,Fenafex 60 mg [Fexofenadine HCl 60 mg.],Fexofenadine HCl,,official_label,DailyMed/FDA/eMC,Fexofenadine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e146cc01c9d7,A,BDS007975,Fexotine [Fexofenadine HCl 60 mg.],Fexofenadine HCl,,product_label,Thai FDA/NDI,Fexofenadine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_56e4a78bd6b4,B,BDS007975,Fexotine [Fexofenadine HCl 60 mg.],Fexofenadine HCl,,official_label,DailyMed/FDA/eMC,Fexofenadine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ad5561db0bac,A,BDS007145,Histatabs [Chlorpheniramine Maleate 4 mg.],Chlorpheniramine Maleate,,product_label,Thai FDA/NDI,Chlorpheniramine Maleate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_7fc21f2c1fbb,B,BDS007145,Histatabs [Chlorpheniramine Maleate 4 mg.],Chlorpheniramine Maleate,,official_label,DailyMed/FDA/eMC,Chlorpheniramine Maleate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_158ff835ab98,A,BDS008701,Hydrox-25 [Hydroxyzine HCl 25 mg.],Hydroxyzine HCl,,product_label,Thai FDA/NDI,Hydroxyzine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_98c236a5e0b7,B,BDS008701,Hydrox-25 [Hydroxyzine HCl 25 mg.],Hydroxyzine HCl,,official_label,DailyMed/FDA/eMC,Hydroxyzine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_dc93ac28b17b,A,BDS044553,Levocet [Levocetirizine dihydrochloride 5 mg.],Levocetirizine dihydrochloride,,product_label,Thai FDA/NDI,Levocetirizine dihydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_d1daa7e1baf4,B,BDS044553,Levocet [Levocetirizine dihydrochloride 5 mg.],Levocetirizine dihydrochloride,,official_label,DailyMed/FDA/eMC,Levocetirizine dihydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_dbc817715716,A,BDS006046,Loreze [Loratadine 10 mg.],Loratadine,,product_label,Thai FDA/NDI,Loratadine Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_0b63fd16f02f,B,BDS006046,Loreze [Loratadine 10 mg.],Loratadine,,official_label,DailyMed/FDA/eMC,Loratadine DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_1f2db40cc68d,A,BDS008241,Manotabs [Cyproheptadine HCI 4 mg.],Cyproheptadine HCI,,product_label,Thai FDA/NDI,Cyproheptadine HCI Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_4b1822373932,B,BDS008241,Manotabs [Cyproheptadine HCI 4 mg.],Cyproheptadine HCI,,official_label,DailyMed/FDA/eMC,Cyproheptadine HCI DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ec1222c7c3c6,A,BDS003427,Montek 10 mg [Montelukast Sodium 10.4 mg.],Montelukast Sodium,,product_label,Thai FDA/NDI,Montelukast Sodium Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_60399c12316e,B,BDS003427,Montek 10 mg [Montelukast Sodium 10.4 mg.],Montelukast Sodium,,official_label,DailyMed/FDA/eMC,Montelukast Sodium DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e5da21c6a0f5,A,BDS044924,Montulair 10 mg [Montelukast 10 mg.],Montelukast,,product_label,Thai FDA/NDI,Montelukast Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_6760eaa58efe,B,BDS044924,Montulair 10 mg [Montelukast 10 mg.],Montelukast,,official_label,DailyMed/FDA/eMC,Montelukast DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d7efe5605671,A,BDS045630,Nasotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate + Phenylephrine HCl,,product_label,Thai FDA/NDI,Brompheniramine Maleate + Phenylephrine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_62635db732ac,B,BDS045630,Nasotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate + Phenylephrine HCl,,official_label,DailyMed/FDA/eMC,Brompheniramine Maleate + Phenylephrine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_dcdfa6aea95c,A,BDS047430,Rhinotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate + Phenylephrine HCl,,product_label,Thai FDA/NDI,Brompheniramine Maleate + Phenylephrine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_73ebc3d8509f,B,BDS047430,Rhinotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate + Phenylephrine HCl,,official_label,DailyMed/FDA/eMC,Brompheniramine Maleate + Phenylephrine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_80ccc2740df8,A,BDS003511,Singulair 10 mg 7s [Montelukast Sodium 10.4 mg.],Montelukast Sodium,,product_label,Thai FDA/NDI,Montelukast Sodium Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_94a9ba6c6b00,B,BDS003511,Singulair 10 mg 7s [Montelukast Sodium 10.4 mg.],Montelukast Sodium,,official_label,DailyMed/FDA/eMC,Montelukast Sodium DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e1a308842ba7,A,BDS047722,Singulair 5 mg Box 28s [Montelukast Sodium 5.2 mg.],Montelukast Sodium,,product_label,Thai FDA/NDI,Montelukast Sodium Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_27e1d5814ec7,B,BDS047722,Singulair 5 mg Box 28s [Montelukast Sodium 5.2 mg.],Montelukast Sodium,,official_label,DailyMed/FDA/eMC,Montelukast Sodium DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_537b8b406e80,A,BDS047643,Singulair Granules 4 mg [Montelukast Sodium 4.2 mg.],Montelukast Sodium,,product_label,Thai FDA/NDI,Montelukast Sodium Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_9be4009d712c,B,BDS047643,Singulair Granules 4 mg [Montelukast Sodium 4.2 mg.],Montelukast Sodium,,official_label,DailyMed/FDA/eMC,Montelukast Sodium DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_4bc0a5212c76,A,BDS003575,Sinufen [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate + Phenylephrine HCl,,product_label,Thai FDA/NDI,Brompheniramine Maleate + Phenylephrine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_57543b7b9121,B,BDS003575,Sinufen [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate + Phenylephrine HCl,,official_label,DailyMed/FDA/eMC,Brompheniramine Maleate + Phenylephrine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_03e03242f741,A,BDS008481,Sominar [Doxylamine Succinate 25 mg.],Doxylamine Succinate,,product_label,Thai FDA/NDI,Doxylamine Succinate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_e4d15637f59b,B,BDS008481,Sominar [Doxylamine Succinate 25 mg.],Doxylamine Succinate,,official_label,DailyMed/FDA/eMC,Doxylamine Succinate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_29d23a6b8ec5,A,BDS003562,Sulidine CP [Chlorpheniramine maleate 4.0 mg.+Phenylephrine hydrochloride 10.0 mg.],Chlorpheniramine maleate + Phenylephrine hydrochloride,,product_label,Thai FDA/NDI,Chlorpheniramine maleate + Phenylephrine hydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5ed866ad0561,B,BDS003562,Sulidine CP [Chlorpheniramine maleate 4.0 mg.+Phenylephrine hydrochloride 10.0 mg.],Chlorpheniramine maleate + Phenylephrine hydrochloride,,official_label,DailyMed/FDA/eMC,Chlorpheniramine maleate + Phenylephrine hydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e9b7f9b1dea6,A,BDS003747,Telfast 180 mg [Fexofenadine HCl 180 mg.],Fexofenadine HCl,,product_label,Thai FDA/NDI,Fexofenadine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_16d6ed3bef5c,B,BDS003747,Telfast 180 mg [Fexofenadine HCl 180 mg.],Fexofenadine HCl,,official_label,DailyMed/FDA/eMC,Fexofenadine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
