query_id,priority,product_id,product_name,generic_name,disease_key,source_category,source_target,query,expected_fields,retrieval_status,notes
gq_e2a888872384,B,BDS001216,Betnovate Scalp [Betamethasone 17-Valerate 0.122 % w/w],Betamethasone 17-Valerate w/w,,official_label,DailyMed/FDA/eMC,Betamethasone 17-Valerate w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_4e68b8562b7c,A,BDS041408,Clinivate Cream ใหญ่ [Betamethasone Valerate (eq. to Betamethasone 1 mg./1 g.],Betamethasone Valerate (eq. to Betamethasone,,product_label,Thai FDA/NDI,Betamethasone Valerate (eq. to Betamethasone Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_abaa547b1ca6,B,BDS041408,Clinivate Cream ใหญ่ [Betamethasone Valerate (eq. to Betamethasone 1 mg./1 g.],Betamethasone Valerate (eq. to Betamethasone,,official_label,DailyMed/FDA/eMC,Betamethasone Valerate (eq. to Betamethasone DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ce3a5d240aac,A,BDS006198,Clinoderm Cream [Clobetasol Propionate 0.05 g/100 g (0.05%)],Clobetasol Propionate,,product_label,Thai FDA/NDI,Clobetasol Propionate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_74ac2c94954f,B,BDS006198,Clinoderm Cream [Clobetasol Propionate 0.05 g/100 g (0.05%)],Clobetasol Propionate,,official_label,DailyMed/FDA/eMC,Clobetasol Propionate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_7be3ff426897,A,BDS007514,Clobevate Cream เล็ก [Clobetasol Propionate 0.05 g/100 g (0.05%)],Clobetasol Propionate,,product_label,Thai FDA/NDI,Clobetasol Propionate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_099325deab5f,B,BDS007514,Clobevate Cream เล็ก [Clobetasol Propionate 0.05 g/100 g (0.05%)],Clobetasol Propionate,,official_label,DailyMed/FDA/eMC,Clobetasol Propionate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_bd56e1dd0247,A,BDS007515,Clobevate Cream ใหญ่ [Clobetasol Propionate 0.05 g/100 g (0.05%)],Clobetasol Propionate,,product_label,Thai FDA/NDI,Clobetasol Propionate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_97a3d01028ad,B,BDS007515,Clobevate Cream ใหญ่ [Clobetasol Propionate 0.05 g/100 g (0.05%)],Clobetasol Propionate,,official_label,DailyMed/FDA/eMC,Clobetasol Propionate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_0d06124e163f,A,BDS001621,Dermatop Cream เล็ก [Prednicarbate 2.5 mg/1 g (0.25%)],Prednicarbate,,product_label,Thai FDA/NDI,Prednicarbate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_33d6a44839dc,B,BDS001621,Dermatop Cream เล็ก [Prednicarbate 2.5 mg/1 g (0.25%)],Prednicarbate,,official_label,DailyMed/FDA/eMC,Prednicarbate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_983c7e560394,A,BDS001622,Dermovate Cream เล็ก [Clobetasol Propionate 0.05% w/w],Clobetasol Propionate w/w,,product_label,Thai FDA/NDI,Clobetasol Propionate w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_90e28396b593,B,BDS001622,Dermovate Cream เล็ก [Clobetasol Propionate 0.05% w/w],Clobetasol Propionate w/w,,official_label,DailyMed/FDA/eMC,Clobetasol Propionate w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_8b2be0b2315c,A,BDS001623,Dermovate Cream ใหญ่ [Clobetasol Propionate 0.05% w/w],Clobetasol Propionate w/w,,product_label,Thai FDA/NDI,Clobetasol Propionate w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_106c7c1b7220,B,BDS001623,Dermovate Cream ใหญ่ [Clobetasol Propionate 0.05% w/w],Clobetasol Propionate w/w,,official_label,DailyMed/FDA/eMC,Clobetasol Propionate w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_b77abe0fc09b,A,BDS001630,Dermovate Ointment [Clobetasol Propionate 0.05% w/w],Clobetasol Propionate w/w,,product_label,Thai FDA/NDI,Clobetasol Propionate w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_803d54f250fa,B,BDS001630,Dermovate Ointment [Clobetasol Propionate 0.05% w/w],Clobetasol Propionate w/w,,official_label,DailyMed/FDA/eMC,Clobetasol Propionate w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_4845559b1526,A,BDS001660,Dermovate Scalp [Clobetasol Propionate 0.05% w/w],Clobetasol Propionate w/w,,product_label,Thai FDA/NDI,Clobetasol Propionate w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_0f2fad22c914,B,BDS001660,Dermovate Scalp [Clobetasol Propionate 0.05% w/w],Clobetasol Propionate w/w,,official_label,DailyMed/FDA/eMC,Clobetasol Propionate w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_879e7997cbff,A,BDS001650,Diprosalic Ointment [Betamethasone Dipropionate (eq. to Betamethasone 0.05%)+Salicylic acid 3%],Betamethasone Dipropionate + Salicylic acid,,product_label,Thai FDA/NDI,Betamethasone Dipropionate + Salicylic acid Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_477d177e85a8,B,BDS001650,Diprosalic Ointment [Betamethasone Dipropionate (eq. to Betamethasone 0.05%)+Salicylic acid 3%],Betamethasone Dipropionate + Salicylic acid,,official_label,DailyMed/FDA/eMC,Betamethasone Dipropionate + Salicylic acid DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_f90e3ce397ef,A,BDS001546,Diprosalic Ointment ใหญ่ [Betamethasone Dipropionate (eq. to Betamethasone 0.05%)+Salicylic acid 3%],Betamethasone Dipropionate + Salicylic acid,,product_label,Thai FDA/NDI,Betamethasone Dipropionate + Salicylic acid Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_d5db3343d6b2,B,BDS001546,Diprosalic Ointment ใหญ่ [Betamethasone Dipropionate (eq. to Betamethasone 0.05%)+Salicylic acid 3%],Betamethasone Dipropionate + Salicylic acid,,official_label,DailyMed/FDA/eMC,Betamethasone Dipropionate + Salicylic acid DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_8a538c8483bd,A,BDS001699,Diprotop Ointment [Betamethasone Dipropionate 0.64 mg (eq. to Betamethasone 0.5 mg)+Propylene Glycol],Betamethasone Dipropionate + Propylene Glycol,,product_label,Thai FDA/NDI,Betamethasone Dipropionate + Propylene Glycol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f9f97ee443fc,B,BDS001699,Diprotop Ointment [Betamethasone Dipropionate 0.64 mg (eq. to Betamethasone 0.5 mg)+Propylene Glycol],Betamethasone Dipropionate + Propylene Glycol,,official_label,DailyMed/FDA/eMC,Betamethasone Dipropionate + Propylene Glycol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_01262ecbccb7,A,BDS001803,Elomet 0.1 % [Mometasone Furoate 1 mg/1 g (0.1%)],Mometasone Furoate,,product_label,Thai FDA/NDI,Mometasone Furoate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_7d907df2f605,B,BDS001803,Elomet 0.1 % [Mometasone Furoate 1 mg/1 g (0.1%)],Mometasone Furoate,,official_label,DailyMed/FDA/eMC,Mometasone Furoate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e3d9de7a9b95,A,BDS001807,Elomet 0.1% [Mometasone Furoate 1 mg/1 g (0.1%)],Mometasone Furoate,,product_label,Thai FDA/NDI,Mometasone Furoate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5c3d1e155a7c,B,BDS001807,Elomet 0.1% [Mometasone Furoate 1 mg/1 g (0.1%)],Mometasone Furoate,,official_label,DailyMed/FDA/eMC,Mometasone Furoate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d5503a1de1ea,A,BDS001607,Elomet Lotion [Mometasone Furoate 1 mg+Isopropyl Alcohol 400 mg/1 g],Mometasone Furoate + Isopropyl Alcohol,,product_label,Thai FDA/NDI,Mometasone Furoate + Isopropyl Alcohol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_111316d8c4ac,B,BDS001607,Elomet Lotion [Mometasone Furoate 1 mg+Isopropyl Alcohol 400 mg/1 g],Mometasone Furoate + Isopropyl Alcohol,,official_label,DailyMed/FDA/eMC,Mometasone Furoate + Isopropyl Alcohol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_32cad60b7c6c,A,BDS006023,Epiklin Skin Ointment [Betamethasone Dipropionate 0.64 mg+Salicylic acid 30 mg/1 g],Betamethasone Dipropionate + Salicylic acid,,product_label,Thai FDA/NDI,Betamethasone Dipropionate + Salicylic acid Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_cc830d4039e5,B,BDS006023,Epiklin Skin Ointment [Betamethasone Dipropionate 0.64 mg+Salicylic acid 30 mg/1 g],Betamethasone Dipropionate + Salicylic acid,,official_label,DailyMed/FDA/eMC,Betamethasone Dipropionate + Salicylic acid DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_b2d01654b380,A,BDS001825,Esperson [Desoximetasone 2.5 mg/1 g (0.25%)],Desoximetasone,,product_label,Thai FDA/NDI,Desoximetasone Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_e7ef0623e22a,B,BDS001825,Esperson [Desoximetasone 2.5 mg/1 g (0.25%)],Desoximetasone,,official_label,DailyMed/FDA/eMC,Desoximetasone DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_497b15e5d21d,A,BDS042807,Esperson กลาง [Desoximetasone 2.5 mg/1 g (0.25%)],Desoximetasone,,product_label,Thai FDA/NDI,Desoximetasone Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_b08bee061e38,B,BDS042807,Esperson กลาง [Desoximetasone 2.5 mg/1 g (0.25%)],Desoximetasone,,official_label,DailyMed/FDA/eMC,Desoximetasone DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ee21937e5579,A,BDS003719,T.A.Cream 0.02% [Triamcinolone Acetonide 0.02 g/100 g (0.02%)],Triamcinolone Acetonide,,product_label,Thai FDA/NDI,Triamcinolone Acetonide Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_b977437c688a,B,BDS003719,T.A.Cream 0.02% [Triamcinolone Acetonide 0.02 g/100 g (0.02%)],Triamcinolone Acetonide,,official_label,DailyMed/FDA/eMC,Triamcinolone Acetonide DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_39a6805671f8,A,BDS003773,T.A.Cream 0.1% เล็ก [Triamcinolone Acetonide 0.1 g/100 g (0.1%)],Triamcinolone Acetonide,,product_label,Thai FDA/NDI,Triamcinolone Acetonide Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_e84c09e5fec3,B,BDS003773,T.A.Cream 0.1% เล็ก [Triamcinolone Acetonide 0.1 g/100 g (0.1%)],Triamcinolone Acetonide,,official_label,DailyMed/FDA/eMC,Triamcinolone Acetonide DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_b34ff5b68b74,A,BDS003780,T.A.Cream 0.1% ใหญ่ [Triamcinolone Acetonide 0.1 g/100 g (0.1%)],Triamcinolone Acetonide,,product_label,Thai FDA/NDI,Triamcinolone Acetonide Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_1dde3e666222,B,BDS003780,T.A.Cream 0.1% ใหญ่ [Triamcinolone Acetonide 0.1 g/100 g (0.1%)],Triamcinolone Acetonide,,official_label,DailyMed/FDA/eMC,Triamcinolone Acetonide DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_743f07806e86,A,BDS008756,Tacinol 0.02 เล็ก [Triamcinolone Acetonide 0.02% w/w],Triamcinolone Acetonide w/w,,product_label,Thai FDA/NDI,Triamcinolone Acetonide w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5f6b22078169,B,BDS008756,Tacinol 0.02 เล็ก [Triamcinolone Acetonide 0.02% w/w],Triamcinolone Acetonide w/w,,official_label,DailyMed/FDA/eMC,Triamcinolone Acetonide w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d37a17cb183c,A,BDS008757,Tacinol 0.02 ใหญ่ [Triamcinolone Acetonide 0.02% w/w],Triamcinolone Acetonide w/w,,product_label,Thai FDA/NDI,Triamcinolone Acetonide w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_a8d21a55e923,B,BDS008757,Tacinol 0.02 ใหญ่ [Triamcinolone Acetonide 0.02% w/w],Triamcinolone Acetonide w/w,,official_label,DailyMed/FDA/eMC,Triamcinolone Acetonide w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_3df8aed61b22,A,BDS008758,Tacinol 0.1 เล็ก [Triamcinolone Acetonide 0.1 % w/w],Triamcinolone Acetonide w/w,,product_label,Thai FDA/NDI,Triamcinolone Acetonide w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5d95f2401404,B,BDS008758,Tacinol 0.1 เล็ก [Triamcinolone Acetonide 0.1 % w/w],Triamcinolone Acetonide w/w,,official_label,DailyMed/FDA/eMC,Triamcinolone Acetonide w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_08ccc257b28b,A,BDS008759,Tacinol 0.1 ใหญ่ [Triamcinolone Acetonide 0.1 % w/w],Triamcinolone Acetonide w/w,,product_label,Thai FDA/NDI,Triamcinolone Acetonide w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_cf544e54d3a6,B,BDS008759,Tacinol 0.1 ใหญ่ [Triamcinolone Acetonide 0.1 % w/w],Triamcinolone Acetonide w/w,,official_label,DailyMed/FDA/eMC,Triamcinolone Acetonide w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_eb814de6dfc2,A,BDS001831,Topicort Skin Cream [Desoximetasone 2.5 mg/1 g (0.25%)],Desoximetasone,,product_label,Thai FDA/NDI,Desoximetasone Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_a0acdcba7a85,B,BDS001831,Topicort Skin Cream [Desoximetasone 2.5 mg/1 g (0.25%)],Desoximetasone,,official_label,DailyMed/FDA/eMC,Desoximetasone DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_a7283bbffef4,A,BDS048634,Topoxy Skin Cream [Desoximetasone 0.25%],Desoximetasone,,product_label,Thai FDA/NDI,Desoximetasone Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_afa36130d186,B,BDS048634,Topoxy Skin Cream [Desoximetasone 0.25%],Desoximetasone,,official_label,DailyMed/FDA/eMC,Desoximetasone DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_89fff90b7e73,A,BDS007775,Zyno 0.02% [Triamcinolone Acetonide 0.02 g/100 g (0.02%)],Triamcinolone Acetonide,,product_label,Thai FDA/NDI,Triamcinolone Acetonide Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_d91b66d8a6b7,B,BDS007775,Zyno 0.02% [Triamcinolone Acetonide 0.02 g/100 g (0.02%)],Triamcinolone Acetonide,,official_label,DailyMed/FDA/eMC,Triamcinolone Acetonide DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_48be5a390006,A,BDS007776,Zyno 0.1% [Triamcinolone Acetonide 0.1 g/100 g (0.1%)],Triamcinolone Acetonide,,product_label,Thai FDA/NDI,Triamcinolone Acetonide Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_57f389dcc794,B,BDS007776,Zyno 0.1% [Triamcinolone Acetonide 0.1 g/100 g (0.1%)],Triamcinolone Acetonide,,official_label,DailyMed/FDA/eMC,Triamcinolone Acetonide DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ab83773af257,A,BDS001491,Canasone C.B. Cream [Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w],Clotrimazole + Betamethasone Dipropionate w/w,,product_label,Thai FDA/NDI,Clotrimazole + Betamethasone Dipropionate w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_bc66bd5d310b,B,BDS001491,Canasone C.B. Cream [Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w],Clotrimazole + Betamethasone Dipropionate w/w,,official_label,DailyMed/FDA/eMC,Clotrimazole + Betamethasone Dipropionate w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_27f21c1cfc63,A,BDS001417,Canazol-Be Cream ใหญ่ [Clotrimazole 1 g+Betamethasone Dipropionate (eq. to Betamethasone 0.1 g)/100 g],Clotrimazole + Betamethasone Dipropionate,,product_label,Thai FDA/NDI,Clotrimazole + Betamethasone Dipropionate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5ccf543930f9,B,BDS001417,Canazol-Be Cream ใหญ่ [Clotrimazole 1 g+Betamethasone Dipropionate (eq. to Betamethasone 0.1 g)/100 g],Clotrimazole + Betamethasone Dipropionate,,official_label,DailyMed/FDA/eMC,Clotrimazole + Betamethasone Dipropionate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_aaffcc3c9d29,A,BDS007517,Clotribet-D Cream เล็ก [Clotrimazole 1 g+Betamethasone Dipropionate 0.064 g (eq. to Betamethasone 0.05 g)/100 g],Clotrimazole + Betamethasone Dipropionate,,product_label,Thai FDA/NDI,Clotrimazole + Betamethasone Dipropionate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f274ad3ff37f,B,BDS007517,Clotribet-D Cream เล็ก [Clotrimazole 1 g+Betamethasone Dipropionate 0.064 g (eq. to Betamethasone 0.05 g)/100 g],Clotrimazole + Betamethasone Dipropionate,,official_label,DailyMed/FDA/eMC,Clotrimazole + Betamethasone Dipropionate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_63d1ca49e9e4,A,BDS007516,Clotribet-D Cream ใหญ่ [Clotrimazole 1 g+Betamethasone Dipropionate 0.064 g (eq. to Betamethasone 0.05 g)/100 g],Clotrimazole + Betamethasone Dipropionate,,product_label,Thai FDA/NDI,Clotrimazole + Betamethasone Dipropionate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_aa410a2bb767,B,BDS007516,Clotribet-D Cream ใหญ่ [Clotrimazole 1 g+Betamethasone Dipropionate 0.064 g (eq. to Betamethasone 0.05 g)/100 g],Clotrimazole + Betamethasone Dipropionate,,official_label,DailyMed/FDA/eMC,Clotrimazole + Betamethasone Dipropionate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ab2c17963dcc,A,BDS007736,Fango-B Cream เล็ก [Clotrimazole 1 g+Betamethasone Valerate (eq. to Betamethasone 0.1 g)/100 g],Clotrimazole + Betamethasone Valerate,,product_label,Thai FDA/NDI,Clotrimazole + Betamethasone Valerate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_78d1ebab009f,B,BDS007736,Fango-B Cream เล็ก [Clotrimazole 1 g+Betamethasone Valerate (eq. to Betamethasone 0.1 g)/100 g],Clotrimazole + Betamethasone Valerate,,official_label,DailyMed/FDA/eMC,Clotrimazole + Betamethasone Valerate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_1b38eecd3e4c,A,BDS001956,Fango-B Cream ใหญ่ [Clotrimazole 1 g+Betamethasone Valerate (eq. to Betamethasone 0.1 g)/100 g],Clotrimazole + Betamethasone Valerate,,product_label,Thai FDA/NDI,Clotrimazole + Betamethasone Valerate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_9c8bbd24a0c8,B,BDS001956,Fango-B Cream ใหญ่ [Clotrimazole 1 g+Betamethasone Valerate (eq. to Betamethasone 0.1 g)/100 g],Clotrimazole + Betamethasone Valerate,,official_label,DailyMed/FDA/eMC,Clotrimazole + Betamethasone Valerate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_11b354a259da,A,BDS001932,Fungiderm-B [Clotrimazole 1 g+Betamethasone Valerate (eq. to Betamethasone 0.1 g)/100 g],Clotrimazole + Betamethasone Valerate,,product_label,Thai FDA/NDI,Clotrimazole + Betamethasone Valerate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_930a7bd9a240,B,BDS001932,Fungiderm-B [Clotrimazole 1 g+Betamethasone Valerate (eq. to Betamethasone 0.1 g)/100 g],Clotrimazole + Betamethasone Valerate,,official_label,DailyMed/FDA/eMC,Clotrimazole + Betamethasone Valerate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_753d3cbf2717,A,BDS002538,Lymarin Cream ใหญ่ [Miconazole Nitrate 2%+Triamcinolone Acetonide 0.2% w/w],Miconazole Nitrate + Triamcinolone Acetonide w/w,,product_label,Thai FDA/NDI,Miconazole Nitrate + Triamcinolone Acetonide w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_7ddf5cb1199a,B,BDS002538,Lymarin Cream ใหญ่ [Miconazole Nitrate 2%+Triamcinolone Acetonide 0.2% w/w],Miconazole Nitrate + Triamcinolone Acetonide w/w,,official_label,DailyMed/FDA/eMC,Miconazole Nitrate + Triamcinolone Acetonide w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_f95b8733f409,A,BDS002650,Myda-B Cream เล็ก [Clotrimazole 1%+Betamethasone Valerate (eq. to Betamethasone 0.1%) w/w],Clotrimazole + Betamethasone Valerate w/w,,product_label,Thai FDA/NDI,Clotrimazole + Betamethasone Valerate w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5004c74dfff4,B,BDS002650,Myda-B Cream เล็ก [Clotrimazole 1%+Betamethasone Valerate (eq. to Betamethasone 0.1%) w/w],Clotrimazole + Betamethasone Valerate w/w,,official_label,DailyMed/FDA/eMC,Clotrimazole + Betamethasone Valerate w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_494bf89010bd,A,BDS002651,Myda-B Cream ใหญ่ [Clotrimazole 1%+Betamethasone Valerate (eq. to Betamethasone 0.1%) w/w],Clotrimazole + Betamethasone Valerate w/w,,product_label,Thai FDA/NDI,Clotrimazole + Betamethasone Valerate w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_edc46cf0c556,B,BDS002651,Myda-B Cream ใหญ่ [Clotrimazole 1%+Betamethasone Valerate (eq. to Betamethasone 0.1%) w/w],Clotrimazole + Betamethasone Valerate w/w,,official_label,DailyMed/FDA/eMC,Clotrimazole + Betamethasone Valerate w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d779447c6cf7,A,BDS008239,Myrazole-B Cream [Clotrimazole 1%+Betamethasone Valerate (eq. to Betamethasone 0.1%) w/w],Clotrimazole + Betamethasone Valerate w/w,,product_label,Thai FDA/NDI,Clotrimazole + Betamethasone Valerate w/w Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_4235321f441b,B,BDS008239,Myrazole-B Cream [Clotrimazole 1%+Betamethasone Valerate (eq. to Betamethasone 0.1%) w/w],Clotrimazole + Betamethasone Valerate w/w,,official_label,DailyMed/FDA/eMC,Clotrimazole + Betamethasone Valerate w/w DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_a0813e75f5c7,A,BDS008221,Tara-Plus Cream [Miconazole Nitrate 2 g+Triamcinolone Acetonide 0.1 g/100 g],Miconazole Nitrate + Triamcinolone Acetonide,,product_label,Thai FDA/NDI,Miconazole Nitrate + Triamcinolone Acetonide Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_a574a2e66c9a,B,BDS008221,Tara-Plus Cream [Miconazole Nitrate 2 g+Triamcinolone Acetonide 0.1 g/100 g],Miconazole Nitrate + Triamcinolone Acetonide,,official_label,DailyMed/FDA/eMC,Miconazole Nitrate + Triamcinolone Acetonide DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_341a56f6ceee,A,BDS002023,Glycerin Suppositories For Adults [Glycerol (Glycerin) 91 g.+Sodium Stearate 9 g./100 g.],Glycerol + Sodium Stearate,,product_label,Thai FDA/NDI,Glycerol + Sodium Stearate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_82716d97ae30,B,BDS002023,Glycerin Suppositories For Adults [Glycerol (Glycerin) 91 g.+Sodium Stearate 9 g./100 g.],Glycerol + Sodium Stearate,,official_label,DailyMed/FDA/eMC,Glycerol + Sodium Stearate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_2cab4aeb1a33,A,BDS002032,Glycerin Suppositories For Infants [Glycerol 91 g.+Sodium Stearate 9 g./100 g.],Glycerol + Sodium Stearate,,product_label,Thai FDA/NDI,Glycerol + Sodium Stearate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_87039a7c5c20,B,BDS002032,Glycerin Suppositories For Infants [Glycerol 91 g.+Sodium Stearate 9 g./100 g.],Glycerol + Sodium Stearate,,official_label,DailyMed/FDA/eMC,Glycerol + Sodium Stearate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e4e002f35369,A,BDS006463,Glymorin Children Suppositories [Glycerin 1365 mg.],Glycerin,,product_label,Thai FDA/NDI,Glycerin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_80dc9cb932f1,B,BDS006463,Glymorin Children Suppositories [Glycerin 1365 mg.],Glycerin,,official_label,DailyMed/FDA/eMC,Glycerin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_c266bc82ffe0,A,BDS006743,Glymorin Suppositories [Glycerin 2320 mg.],Glycerin,,product_label,Thai FDA/NDI,Glycerin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_394987540f4b,B,BDS006743,Glymorin Suppositories [Glycerin 2320 mg.],Glycerin,,official_label,DailyMed/FDA/eMC,Glycerin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_249205ac77fa,A,BDS003906,U-Enema [Sodium Chloride 15 g./100 ml],Sodium Chloride,,product_label,Thai FDA/NDI,Sodium Chloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_ddd57d08b079,B,BDS003906,U-Enema [Sodium Chloride 15 g./100 ml],Sodium Chloride,,official_label,DailyMed/FDA/eMC,Sodium Chloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ca9cc4d1828b,A,BDS003907,Unison Enema เด็ก [Sodium Chloride 15 g./100 ml.],Sodium Chloride,,product_label,Thai FDA/NDI,Sodium Chloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_61a0ec069792,B,BDS003907,Unison Enema เด็ก [Sodium Chloride 15 g./100 ml.],Sodium Chloride,,official_label,DailyMed/FDA/eMC,Sodium Chloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_db6503aa8630,A,BDS003905,Unison Enema ผู้ใหญ่ [Sodium Chloride 15 g./100 ml.],Sodium Chloride,,product_label,Thai FDA/NDI,Sodium Chloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_e9a81b26cd2d,B,BDS003905,Unison Enema ผู้ใหญ่ [Sodium Chloride 15 g./100 ml.],Sodium Chloride,,official_label,DailyMed/FDA/eMC,Sodium Chloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
