bds,product_name,generic_group,category,form,pediatric_target_status,supported_target_modes,default_target_mode,default_target_value,default_target_unit,fixed_amount_min_per_dose,fixed_amount_max_per_dose,fixed_amount_unit,reference_source_product,reference_source_shortcut,reference_frequency,reference_duration,reference_dispense,same_generic_reference_count,same_generic_reference_disease_keys,notes
BDS040601,Beriz (21 tabs),Cyproterone acetate + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008781,Dafne 35 (21 tabs),Cyproterone acetate + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001640,Diane-35 (21 tabs),Cyproterone acetate + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003715,Laura-35 (21 tabs),Cyproterone acetate + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003032,OC-35 (21 tabs),Cyproterone acetate + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001643,Diora-21 (21 tabs),D-Norgestrel + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001644,Diora-28 (28 tabs),D-Norgestrel + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001010,Aerius tabslet (10 tabs),Desloratadine,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040028,Allora 5 mg (10 tabs),Desloratadine,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001526,Cerazette 28 (28 tabs),Desogestrel,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002607,Marvelon 21 (21 tabs),Desogestrel + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002608,Marvelon 28 (28 tabs),Desogestrel + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002619,Mercilon-21 (21 tabs),Desogestrel + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002620,Mercilon-28 (28 tabs),Desogestrel + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002670,Minny-21 (21 tabs),Desogestrel + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002671,Minny-28 (28 tabs),Desogestrel + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001825,Esperson (5 g.),Desoximetasone,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS042807,Esperson กลาง (15 g.),Desoximetasone,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001831,Topicort Skin Cream (15 g.),Desoximetasone,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS048634,Topoxy Skin Cream (10 g.),Desoximetasone 0.25%,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002649,Maxitrol Ophthalmic Ointment (3.5 g.),"Dexamethasone 0.1% + Neomycin Sulfate 3,500 I./g + Polymyxin B Sulfate 6,000 I./g + Propylparaben 0.01%)",Ophthalmic antibiotics,eye drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001401,Cadexcin.N (4 ml.),Dexamethasone 21 + Neomycin Sulfate,Eye anti-allergy,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001632,DexOph Eye-Ear Drops (4 ml.),Dexamethasone Sodium Phosphate + Neomycin Sulfate 0.5%,Eye anti-allergy,ear drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001219,Bepanthen Ointment (30 g.),Dexpanthenol,"Anti-itch, eczema & dermatitis topicals",ointment,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003714,Tears Naturale Free (32 tubes),Dextran 70 0.1% + Hydroxypropyl Methylcellulose 2910 0.3%,Eye care & ocular lubricants,tube,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003709,Tear Natural (15 ml.),Dextran 70 0.1% + Hydroxypropyl Methylcellulose 2910 0.3% + Borax + Potassium Chloride,Eye care & ocular lubricants,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003112,Patar-Cap (ควบคุมจำนวน) (10 cap),Dextromethorphan + Guaifenesin,"Cough, mucolytics & expectorants",capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008106,Kenya-I (ควบคุมจำนวน) (10 tabs),Dextromethorphan HBr + Chlorpheniramine maleate + Terpine hydrate,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001636,Diasgest (10 tabs),Diastase + Aluminium magnesium silicate + Sodium bicarbonate + Calcium carbonate,Digestive enzymes,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003777,Throatsil รสน้ำผึ้งมะนาว ซอง 8s (8 tabs),Dichlorobenzyl alcohol + Amylmetacresol,Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003790,Throatsil รสเมนทอล ซอง 8s (8 tabs),Dichlorobenzyl alcohol + Amylmetacresol,Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003802,Throatsil รสส้ม กล่อง 24s (24 tabs),Dichlorobenzyl alcohol + Amylmetacresol + Vitamin C,Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003775,Throatsil รสส้ม ซอง 8s (8 tabs),Dichlorobenzyl alcolhol + Amylmetacresol + Vitamin C,Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS041402,Cataflam 50 mg (10 tabs),Diclofenac Potassium,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007035,Catanac 50 mg (10 tabs),Diclofenac Potassium,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001822,Dosanac 25 (10 tabs),Diclofenac Sodium,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001824,Dosanac 50 (10 tabs),Diclofenac Sodium,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006730,N-Zen Gel ใหญ่ (60 g.),Diclofenac Sodium,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007574,Neofenac Gel เล็ก (20 g.),Diclofenac Sodium,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007575,Neofenac Gel ใหญ่ (50 g.),Diclofenac Sodium,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006814,Painelief Cool Gel (30 g.),Diclofenac Sodium,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS046515,Painelief Cool Gel ใหญ่ (60 g.),Diclofenac Sodium,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003599,Subsyde-CR (10 cap),Diclofenac Sodium,NSAIDs (oral anti-inflammatory painkillers),capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004043,Voltaren Emulgel กลาง (25 g.),Diclofenac Sodium,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004042,Voltaren Emulgel เล็ก (10 g.),Diclofenac Sodium,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004044,Voltaren Emulgel ใหญ่ (50 g.),Diclofenac Sodium,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS049251,Voltaren SR 100 mg (10 tabs),Diclofenac Sodium,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004052,Voltaren SR 75 mg (10 tabs),Diclofenac Sodium,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004041,Voltaren-25 (10 tabs),Diclofenac Sodium,NSAIDs (oral anti-inflammatory painkillers),tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001656,Difelene Gel เล็ก (30 g.),Diclofenac diethylammonium,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001654,Difelene Gel ใหญ่ (60 g.),Diclofenac diethylammonium,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008652,Dicloxilin-500 (10 cap),Dicloxacillin,Respiratory antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008702,Dicloxman-500 (10 cap),Dicloxacillin,Respiratory antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007141,Dimenhydrinate (10 tabs),Dimenhydrinate,Antiemetics & motion sickness,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001663,Dramamine (10 tabs),Dimenhydrinate,Antiemetics & motion sickness,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS045662,Navamed (2 tabs),Dimenhydrinate,Antiemetics & motion sickness,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001846,Fenistil Gel (20 g.),Dimethindene maleate,"Anti-itch, eczema & dermatitis topicals",gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003546,Smecta (3 g.),Dioctahedral Smectite,Antidiarrheals & GI adsorbents,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS042321,Daflon 1000 mg (10 tabs),Diosmin + Hesperidin,Hemorrhoids & venous disease,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001602,Daflon 500 mg (15 tabs),Diosmin + Hesperidin,Hemorrhoids & venous disease,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001444,Dafomin 500 mg (10 tabs),Diosmin + Hesperidin,Hemorrhoids & venous disease,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008452,Diosmin 500 (10 tabs),Diosmin + Hesperidin,Hemorrhoids & venous disease,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007765,T-Osmin (10 tabs),Diosmin + Hesperidin,Hemorrhoids & venous disease,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007911,Dibendryl (10 tabs),Diphenhydramine,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008007,Cephadol (10 tabs),Diphenidol hydrochloride,"Vertigo, circulation & vascular support",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003016,Optrex เล็ก (110 ml.),Distilled Witch Hazel 13.0% v/v + Borax + Boric Acid,Eye care & ocular lubricants,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007106,Domperdone (10 tabs),Domperidone,Antiemetics & motion sickness,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044921,Mirax-M (10 tabs),Domperidone,Antiemetics & motion sickness,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
